year,period,periodName,latest,value,item
2020,M03,March,NA,2.374,Philadelphia (Pennsylvania)
2020,M02,February,NA,2.483,Philadelphia (Pennsylvania)
2020,M01,January,NA,2.604,Philadelphia (Pennsylvania)
2019,M12,December,NA,2.564,Philadelphia (Pennsylvania)
2019,M11,November,NA,2.617,Philadelphia (Pennsylvania)
2019,M10,October,NA,2.579,Philadelphia (Pennsylvania)
2019,M09,September,NA,2.610,Philadelphia (Pennsylvania)
2019,M08,August,NA,2.688,Philadelphia (Pennsylvania)
2019,M07,July,NA,2.797,Philadelphia (Pennsylvania)
2019,M06,June,NA,2.766,Philadelphia (Pennsylvania)
2019,M05,May,NA,2.902,Philadelphia (Pennsylvania)
2019,M04,April,NA,2.815,Philadelphia (Pennsylvania)
2019,M03,March,NA,2.584,Philadelphia (Pennsylvania)
2019,M02,February,NA,2.401,Philadelphia (Pennsylvania)
2019,M01,January,NA,2.354,Philadelphia (Pennsylvania)
2018,M12,December,NA,2.449,Philadelphia (Pennsylvania)
2018,M11,November,NA,2.598,Philadelphia (Pennsylvania)
2018,M10,October,NA,2.865,Philadelphia (Pennsylvania)
2018,M09,September,NA,2.920,Philadelphia (Pennsylvania)
2018,M08,August,NA,2.916,Philadelphia (Pennsylvania)
2018,M07,July,NA,2.931,Philadelphia (Pennsylvania)
2018,M06,June,NA,2.938,Philadelphia (Pennsylvania)
2018,M05,May,NA,2.943,Philadelphia (Pennsylvania)
2018,M04,April,NA,2.832,Philadelphia (Pennsylvania)
2018,M03,March,NA,2.605,Philadelphia (Pennsylvania)
2018,M02,February,NA,2.708,Philadelphia (Pennsylvania)
2018,M01,January,NA,2.679,Philadelphia (Pennsylvania)
2024,M07,July,true,3.372,Atlanta (Georgia)
2024,M06,June,NA,3.327,Atlanta (Georgia)
2024,M05,May,NA,3.416,Atlanta (Georgia)
2024,M04,April,NA,3.404,Atlanta (Georgia)
2024,M03,March,NA,3.296,Atlanta (Georgia)
2024,M02,February,NA,3.104,Atlanta (Georgia)
2024,M01,January,NA,2.976,Atlanta (Georgia)
2023,M12,December,NA,3.052,Atlanta (Georgia)
2023,M11,November,NA,2.893,Atlanta (Georgia)
2023,M10,October,NA,3.131,Atlanta (Georgia)
2023,M09,September,NA,3.479,Atlanta (Georgia)
2023,M08,August,NA,3.639,Atlanta (Georgia)
2023,M07,July,NA,3.351,Atlanta (Georgia)
2023,M06,June,NA,3.273,Atlanta (Georgia)
2023,M05,May,NA,3.253,Atlanta (Georgia)
2023,M04,April,NA,3.325,Atlanta (Georgia)
2023,M03,March,NA,3.199,Atlanta (Georgia)
2023,M02,February,NA,3.250,Atlanta (Georgia)
2023,M01,January,NA,3.075,Atlanta (Georgia)
2022,M12,December,NA,2.863,Atlanta (Georgia)
2022,M11,November,NA,3.122,Atlanta (Georgia)
2022,M10,October,NA,3.228,Atlanta (Georgia)
2022,M09,September,NA,3.279,Atlanta (Georgia)
2022,M08,August,NA,3.575,Atlanta (Georgia)
2022,M07,July,NA,4.146,Atlanta (Georgia)
2022,M06,June,NA,4.444,Atlanta (Georgia)
2022,M05,May,NA,4.000,Atlanta (Georgia)
2022,M04,April,NA,3.810,Atlanta (Georgia)
2022,M03,March,NA,4.091,Atlanta (Georgia)
2022,M02,February,NA,3.332,Atlanta (Georgia)
2022,M01,January,NA,3.154,Atlanta (Georgia)
2021,M12,December,NA,3.174,Atlanta (Georgia)
2021,M11,November,NA,3.253,Atlanta (Georgia)
2021,M10,October,NA,3.129,Atlanta (Georgia)
2021,M09,September,NA,2.983,Atlanta (Georgia)
2021,M08,August,NA,2.984,Atlanta (Georgia)
2021,M07,July,NA,2.958,Atlanta (Georgia)
2021,M06,June,NA,2.930,Atlanta (Georgia)
2021,M05,May,NA,2.816,Atlanta (Georgia)
2021,M04,April,NA,2.620,Atlanta (Georgia)
2021,M03,March,NA,2.599,Atlanta (Georgia)
2021,M02,February,NA,2.311,Atlanta (Georgia)
2021,M01,January,NA,2.134,Atlanta (Georgia)
2020,M12,December,NA,1.953,Atlanta (Georgia)
2020,M11,November,NA,1.882,Atlanta (Georgia)
2020,M10,October,NA,1.925,Atlanta (Georgia)
2020,M09,September,NA,1.957,Atlanta (Georgia)
2020,M08,August,NA,1.884,Atlanta (Georgia)
2020,M07,July,NA,1.939,Atlanta (Georgia)
2020,M06,June,NA,1.764,Atlanta (Georgia)
2020,M05,May,NA,1.567,Atlanta (Georgia)
2020,M04,April,NA,1.528,Atlanta (Georgia)
2020,M03,March,NA,1.977,Atlanta (Georgia)
2020,M02,February,NA,2.191,Atlanta (Georgia)
2020,M01,January,NA,2.325,Atlanta (Georgia)
2019,M12,December,NA,2.343,Atlanta (Georgia)
2019,M11,November,NA,2.422,Atlanta (Georgia)
2019,M10,October,NA,2.422,Atlanta (Georgia)
2019,M09,September,NA,2.490,Atlanta (Georgia)
2019,M08,August,NA,2.461,Atlanta (Georgia)
2019,M07,July,NA,2.625,Atlanta (Georgia)
2019,M06,June,NA,2.472,Atlanta (Georgia)
2019,M05,May,NA,2.622,Atlanta (Georgia)
2019,M04,April,NA,2.631,Atlanta (Georgia)
2019,M03,March,NA,2.350,Atlanta (Georgia)
2019,M02,February,NA,2.150,Atlanta (Georgia)
2019,M01,January,NA,2.077,Atlanta (Georgia)
2018,M12,December,NA,2.118,Atlanta (Georgia)
2018,M11,November,NA,2.376,Atlanta (Georgia)
2018,M10,October,NA,2.712,Atlanta (Georgia)
2018,M09,September,NA,2.706,Atlanta (Georgia)
2018,M08,August,NA,2.726,Atlanta (Georgia)
2018,M07,July,NA,2.687,Atlanta (Georgia)
2018,M06,June,NA,2.724,Atlanta (Georgia)
2018,M05,May,NA,2.712,Atlanta (Georgia)
2018,M04,April,NA,2.569,Atlanta (Georgia)
2018,M03,March,NA,2.417,Atlanta (Georgia)
2018,M02,February,NA,2.379,Atlanta (Georgia)
2018,M01,January,NA,2.376,Atlanta (Georgia)
