year,period,periodName,latest,value,item
2024,M03,March,NA,0.174,Electricity (kilowatt hour)
2024,M02,February,NA,0.173,Electricity (kilowatt hour)
2024,M01,January,NA,0.173,Electricity (kilowatt hour)
2023,M12,December,NA,0.169,Electricity (kilowatt hour)
2023,M11,November,NA,0.168,Electricity (kilowatt hour)
2023,M10,October,NA,0.169,Electricity (kilowatt hour)
2023,M09,September,NA,0.171,Electricity (kilowatt hour)
2023,M08,August,NA,0.170,Electricity (kilowatt hour)
2023,M07,July,NA,0.169,Electricity (kilowatt hour)
2023,M06,June,NA,0.170,Electricity (kilowatt hour)
2023,M05,May,NA,0.165,Electricity (kilowatt hour)
2023,M04,April,NA,0.165,Electricity (kilowatt hour)
2023,M03,March,NA,0.166,Electricity (kilowatt hour)
2023,M02,February,NA,0.168,Electricity (kilowatt hour)
2023,M01,January,NA,0.168,Electricity (kilowatt hour)
2022,M12,December,NA,0.165,Electricity (kilowatt hour)
2022,M11,November,NA,0.163,Electricity (kilowatt hour)
2022,M10,October,NA,0.166,Electricity (kilowatt hour)
2022,M09,September,NA,0.167,Electricity (kilowatt hour)
2022,M08,August,NA,0.167,Electricity (kilowatt hour)
2022,M07,July,NA,0.164,Electricity (kilowatt hour)
2022,M06,June,NA,0.160,Electricity (kilowatt hour)
2022,M05,May,NA,0.154,Electricity (kilowatt hour)
2022,M04,April,NA,0.151,Electricity (kilowatt hour)
2022,M03,March,NA,0.150,Electricity (kilowatt hour)
2022,M02,February,NA,0.148,Electricity (kilowatt hour)
2022,M01,January,NA,0.147,Electricity (kilowatt hour)
2021,M12,December,NA,0.142,Electricity (kilowatt hour)
2021,M11,November,NA,0.142,Electricity (kilowatt hour)
2021,M10,October,NA,0.142,Electricity (kilowatt hour)
2021,M09,September,NA,0.144,Electricity (kilowatt hour)
2021,M08,August,NA,0.144,Electricity (kilowatt hour)
2021,M07,July,NA,0.143,Electricity (kilowatt hour)
2021,M06,June,NA,0.142,Electricity (kilowatt hour)
2021,M05,May,NA,0.140,Electricity (kilowatt hour)
2021,M04,April,NA,0.139,Electricity (kilowatt hour)
2021,M03,March,NA,0.138,Electricity (kilowatt hour)
2021,M02,February,NA,0.137,Electricity (kilowatt hour)
2021,M01,January,NA,0.136,Electricity (kilowatt hour)
2020,M12,December,NA,0.136,Electricity (kilowatt hour)
2020,M11,November,NA,0.136,Electricity (kilowatt hour)
2020,M10,October,NA,0.135,Electricity (kilowatt hour)
2020,M09,September,NA,0.137,Electricity (kilowatt hour)
2020,M08,August,NA,0.137,Electricity (kilowatt hour)
2020,M07,July,NA,0.137,Electricity (kilowatt hour)
2020,M06,June,NA,0.137,Electricity (kilowatt hour)
2020,M05,May,NA,0.134,Electricity (kilowatt hour)
2020,M04,April,NA,0.133,Electricity (kilowatt hour)
2020,M03,March,NA,0.134,Electricity (kilowatt hour)
2020,M02,February,NA,0.134,Electricity (kilowatt hour)
2020,M01,January,NA,0.134,Electricity (kilowatt hour)
2019,M12,December,NA,0.133,Electricity (kilowatt hour)
2019,M11,November,NA,0.133,Electricity (kilowatt hour)
2019,M10,October,NA,0.136,Electricity (kilowatt hour)
2019,M09,September,NA,0.139,Electricity (kilowatt hour)
2019,M08,August,NA,0.139,Electricity (kilowatt hour)
2019,M07,July,NA,0.140,Electricity (kilowatt hour)
2019,M06,June,NA,0.139,Electricity (kilowatt hour)
2019,M05,May,NA,0.136,Electricity (kilowatt hour)
2019,M04,April,NA,0.135,Electricity (kilowatt hour)
2019,M03,March,NA,0.135,Electricity (kilowatt hour)
2019,M02,February,NA,0.136,Electricity (kilowatt hour)
2019,M01,January,NA,0.135,Electricity (kilowatt hour)
