year,period,periodName,latest,value,item
2023,M06,June,NA,0.918,SUGAR
2023,M05,May,NA,0.899,SUGAR
2023,M04,April,NA,0.893,SUGAR
2023,M03,March,NA,0.880,SUGAR
2023,M02,February,NA,0.876,SUGAR
2023,M01,January,NA,0.860,SUGAR
2022,M12,December,NA,0.844,SUGAR
2022,M11,November,NA,0.846,SUGAR
2022,M10,October,NA,0.846,SUGAR
2022,M09,September,NA,0.837,SUGAR
2022,M08,August,NA,0.821,SUGAR
2022,M07,July,NA,0.791,SUGAR
2022,M06,June,NA,0.765,SUGAR
2022,M05,May,NA,0.745,SUGAR
2022,M04,April,NA,0.740,SUGAR
2022,M03,March,NA,0.739,SUGAR
2022,M02,February,NA,0.718,SUGAR
2022,M01,January,NA,0.706,SUGAR
2021,M12,December,NA,0.691,SUGAR
2021,M11,November,NA,0.687,SUGAR
2021,M10,October,NA,0.713,SUGAR
2021,M09,September,NA,0.688,SUGAR
2021,M08,August,NA,0.681,SUGAR
2021,M07,July,NA,0.686,SUGAR
2021,M06,June,NA,0.675,SUGAR
2021,M05,May,NA,0.675,SUGAR
2021,M04,April,NA,0.675,SUGAR
2021,M03,March,NA,0.675,SUGAR
2021,M02,February,NA,0.680,SUGAR
2021,M01,January,NA,0.682,SUGAR
2020,M12,December,NA,0.674,SUGAR
2020,M11,November,NA,0.660,SUGAR
2020,M10,October,NA,0.634,SUGAR
2020,M09,September,NA,0.630,SUGAR
2020,M08,August,NA,0.629,SUGAR
2020,M07,July,NA,0.627,SUGAR
2020,M06,June,NA,0.626,SUGAR
2020,M05,May,NA,0.647,SUGAR
2020,M04,April,NA,0.640,SUGAR
2020,M03,March,NA,0.621,SUGAR
2020,M02,February,NA,0.612,SUGAR
2020,M01,January,NA,0.603,SUGAR
2019,M12,December,NA,0.589,SUGAR
2019,M11,November,NA,0.589,SUGAR
2019,M10,October,NA,0.589,SUGAR
2019,M09,September,NA,0.596,SUGAR
2019,M08,August,NA,0.589,SUGAR
2019,M07,July,NA,0.589,SUGAR
2019,M06,June,NA,0.586,SUGAR
2019,M05,May,NA,0.580,SUGAR
2019,M04,April,NA,0.591,SUGAR
2019,M03,March,NA,0.596,SUGAR
2019,M02,February,NA,0.592,SUGAR
2019,M01,January,NA,0.595,SUGAR
2024,M09,September,true,5.630,BONELESS HAM
2024,M08,August,NA,5.633,BONELESS HAM
2024,M07,July,NA,5.727,BONELESS HAM
2024,M06,June,NA,5.567,BONELESS HAM
2024,M05,May,NA,5.668,BONELESS HAM
2024,M04,April,NA,5.594,BONELESS HAM
2024,M03,March,NA,5.572,BONELESS HAM
2024,M02,February,NA,5.666,BONELESS HAM
2024,M01,January,NA,5.532,BONELESS HAM
2023,M12,December,NA,5.497,BONELESS HAM
2023,M11,November,NA,5.528,BONELESS HAM
2023,M10,October,NA,5.766,BONELESS HAM
2023,M09,September,NA,5.882,BONELESS HAM
2023,M08,August,NA,5.895,BONELESS HAM
2023,M07,July,NA,5.889,BONELESS HAM
2023,M06,June,NA,5.898,BONELESS HAM
2023,M05,May,NA,5.813,BONELESS HAM
2023,M04,April,NA,5.564,BONELESS HAM
2023,M03,March,NA,5.679,BONELESS HAM
2023,M02,February,NA,5.668,BONELESS HAM
2023,M01,January,NA,5.484,BONELESS HAM
2022,M12,December,NA,5.368,BONELESS HAM
2022,M11,November,NA,5.521,BONELESS HAM
2022,M10,October,NA,5.650,BONELESS HAM
2022,M09,September,NA,5.504,BONELESS HAM
2022,M08,August,NA,5.346,BONELESS HAM
2022,M07,July,NA,5.285,BONELESS HAM
2022,M06,June,NA,5.381,BONELESS HAM
2022,M05,May,NA,5.172,BONELESS HAM
2022,M04,April,NA,4.985,BONELESS HAM
2022,M03,March,NA,5.151,BONELESS HAM
2022,M02,February,NA,5.119,BONELESS HAM
2022,M01,January,NA,4.998,BONELESS HAM
2021,M12,December,NA,4.827,BONELESS HAM
2021,M11,November,NA,4.937,BONELESS HAM
2021,M10,October,NA,4.964,BONELESS HAM
2021,M09,September,NA,4.847,BONELESS HAM
2021,M08,August,NA,4.683,BONELESS HAM
2021,M07,July,NA,4.667,BONELESS HAM
2021,M06,June,NA,4.922,BONELESS HAM
2021,M05,May,NA,4.907,BONELESS HAM
2021,M04,April,NA,4.856,BONELESS HAM
2021,M03,March,NA,4.790,BONELESS HAM
2021,M02,February,NA,4.921,BONELESS HAM
2021,M01,January,NA,4.616,BONELESS HAM
2020,M12,December,NA,4.469,BONELESS HAM
2020,M11,November,NA,4.550,BONELESS HAM
2020,M10,October,NA,4.559,BONELESS HAM
2020,M09,September,NA,4.538,BONELESS HAM
2020,M08,August,NA,4.631,BONELESS HAM
2020,M07,July,NA,4.574,BONELESS HAM
2020,M06,June,NA,4.608,BONELESS HAM
2020,M05,May,NA,4.549,BONELESS HAM
2020,M03,March,NA,4.464,BONELESS HAM
2020,M02,February,NA,4.226,BONELESS HAM
2020,M01,January,NA,4.194,BONELESS HAM
2019,M12,December,NA,4.070,BONELESS HAM
2019,M11,November,NA,4.253,BONELESS HAM
2019,M10,October,NA,4.464,BONELESS HAM
2019,M09,September,NA,4.439,BONELESS HAM
2019,M08,August,NA,4.454,BONELESS HAM
2019,M07,July,NA,4.239,BONELESS HAM
2019,M06,June,NA,4.235,BONELESS HAM
2019,M05,May,NA,4.147,BONELESS HAM
2019,M04,April,NA,4.255,BONELESS HAM
2019,M03,March,NA,4.306,BONELESS HAM
2019,M02,February,NA,4.002,BONELESS HAM
2019,M01,January,NA,3.974,BONELESS HAM
2024,M09,September,true,1.350,CANNED CORN
2024,M08,August,NA,1.311,CANNED CORN
2024,M07,July,NA,1.366,CANNED CORN
2024,M06,June,NA,1.351,CANNED CORN
2024,M05,May,NA,1.334,CANNED CORN
2024,M04,April,NA,1.402,CANNED CORN
2024,M03,March,NA,1.396,CANNED CORN
2024,M02,February,NA,1.392,CANNED CORN
2024,M01,January,NA,1.379,CANNED CORN
2023,M12,December,NA,1.310,CANNED CORN
2023,M11,November,NA,1.243,CANNED CORN
2023,M10,October,NA,1.353,CANNED CORN
2024,M09,September,true,4.328,PORK CHOPS
2024,M08,August,NA,4.403,PORK CHOPS
2024,M07,July,NA,4.409,PORK CHOPS
2024,M06,June,NA,4.397,PORK CHOPS
2024,M05,May,NA,4.391,PORK CHOPS
2024,M04,April,NA,4.235,PORK CHOPS
2024,M03,March,NA,4.256,PORK CHOPS
2024,M02,February,NA,4.157,PORK CHOPS
2024,M01,January,NA,4.236,PORK CHOPS
2023,M12,December,NA,4.256,PORK CHOPS
2023,M11,November,NA,4.343,PORK CHOPS
2023,M10,October,NA,4.452,PORK CHOPS
2023,M09,September,NA,4.327,PORK CHOPS
2023,M08,August,NA,4.359,PORK CHOPS
2023,M07,July,NA,4.238,PORK CHOPS
2023,M06,June,NA,4.241,PORK CHOPS
2023,M05,May,NA,4.189,PORK CHOPS
2023,M04,April,NA,4.099,PORK CHOPS
2023,M03,March,NA,4.165,PORK CHOPS
2023,M02,February,NA,4.256,PORK CHOPS
2023,M01,January,NA,4.140,PORK CHOPS
2022,M12,December,NA,4.314,PORK CHOPS
2022,M11,November,NA,4.163,PORK CHOPS
2022,M10,October,NA,4.273,PORK CHOPS
2022,M09,September,NA,4.187,PORK CHOPS
2022,M08,August,NA,4.248,PORK CHOPS
2022,M07,July,NA,4.174,PORK CHOPS
2022,M06,June,NA,4.068,PORK CHOPS
2022,M05,May,NA,4.130,PORK CHOPS
2022,M04,April,NA,4.178,PORK CHOPS
2022,M03,March,NA,4.126,PORK CHOPS
2022,M02,February,NA,4.031,PORK CHOPS
2022,M01,January,NA,4.019,PORK CHOPS
2021,M12,December,NA,4.023,PORK CHOPS
2021,M11,November,NA,4.072,PORK CHOPS
2021,M10,October,NA,4.147,PORK CHOPS
2021,M09,September,NA,4.051,PORK CHOPS
2021,M08,August,NA,4.057,PORK CHOPS
2021,M07,July,NA,4.081,PORK CHOPS
2021,M06,June,NA,4.089,PORK CHOPS
2021,M05,May,NA,3.875,PORK CHOPS
2021,M04,April,NA,3.844,PORK CHOPS
2021,M03,March,NA,3.765,PORK CHOPS
2021,M02,February,NA,3.676,PORK CHOPS
2021,M01,January,NA,3.694,PORK CHOPS
2020,M12,December,NA,3.741,PORK CHOPS
2020,M11,November,NA,3.737,PORK CHOPS
2020,M10,October,NA,3.632,PORK CHOPS
2020,M09,September,NA,3.799,PORK CHOPS
2020,M08,August,NA,3.788,PORK CHOPS
2020,M07,July,NA,3.910,PORK CHOPS
2020,M06,June,NA,4.189,PORK CHOPS
2020,M05,May,NA,3.972,PORK CHOPS
2020,M04,April,NA,3.673,PORK CHOPS
2020,M03,March,NA,3.415,PORK CHOPS
2020,M02,February,NA,3.419,PORK CHOPS
2020,M01,January,NA,3.368,PORK CHOPS
2019,M12,December,NA,3.391,PORK CHOPS
2019,M11,November,NA,3.399,PORK CHOPS
2019,M10,October,NA,3.238,PORK CHOPS
2019,M09,September,NA,3.335,PORK CHOPS
2019,M08,August,NA,3.379,PORK CHOPS
2019,M07,July,NA,3.411,PORK CHOPS
2019,M06,June,NA,3.312,PORK CHOPS
2019,M05,May,NA,3.441,PORK CHOPS
2019,M04,April,NA,3.354,PORK CHOPS
2019,M03,March,NA,3.311,PORK CHOPS
2019,M02,February,NA,3.298,PORK CHOPS
2019,M01,January,NA,3.199,PORK CHOPS
2024,M09,September,true,1.999,LEMONS
2024,M08,August,NA,1.959,LEMONS
2024,M07,July,NA,1.989,LEMONS
2024,M06,June,NA,1.977,LEMONS
2024,M05,May,NA,1.923,LEMONS
2024,M04,April,NA,1.982,LEMONS
2024,M03,March,NA,2.034,LEMONS
2024,M02,February,NA,2.036,LEMONS
2024,M01,January,NA,2.087,LEMONS
2023,M12,December,NA,2.066,LEMONS
2023,M11,November,NA,2.061,LEMONS
2023,M10,October,NA,2.026,LEMONS
2023,M09,September,NA,2.071,LEMONS
2023,M08,August,NA,2.076,LEMONS
2023,M07,July,NA,2.161,LEMONS
2023,M06,June,NA,2.226,LEMONS
2023,M05,May,NA,2.241,LEMONS
2023,M04,April,NA,2.190,LEMONS
2023,M03,March,NA,2.174,LEMONS
2023,M02,February,NA,2.157,LEMONS
2023,M01,January,NA,2.194,LEMONS
2022,M12,December,NA,2.085,LEMONS
2022,M11,November,NA,2.122,LEMONS
2022,M10,October,NA,2.090,LEMONS
2022,M09,September,NA,2.086,LEMONS
2022,M08,August,NA,2.032,LEMONS
2022,M07,July,NA,2.138,LEMONS
2022,M06,June,NA,2.192,LEMONS
2022,M05,May,NA,2.261,LEMONS
2022,M04,April,NA,2.225,LEMONS
2022,M03,March,NA,2.095,LEMONS
2022,M01,January,NA,2.078,LEMONS
2021,M12,December,NA,2.014,LEMONS
2021,M10,October,NA,1.983,LEMONS
2021,M06,June,NA,1.953,LEMONS
2021,M05,May,NA,1.981,LEMONS
2020,M12,December,NA,1.896,LEMONS
2020,M02,February,NA,1.959,LEMONS
2020,M01,January,NA,1.949,LEMONS
2019,M12,December,NA,1.995,LEMONS
2019,M11,November,NA,2.014,LEMONS
2019,M10,October,NA,2.062,LEMONS
2019,M09,September,NA,2.047,LEMONS
2019,M08,August,NA,2.030,LEMONS
2019,M07,July,NA,2.041,LEMONS
2019,M06,June,NA,2.066,LEMONS
2019,M05,May,NA,2.167,LEMONS
2019,M04,April,NA,2.221,LEMONS
2019,M03,March,NA,2.276,LEMONS
2019,M02,February,NA,2.270,LEMONS
2019,M01,January,NA,2.363,LEMONS
2024,M09,September,true,0.573,FLOUR
2024,M08,August,NA,0.574,FLOUR
2024,M07,July,NA,0.574,FLOUR
2024,M06,June,NA,0.575,FLOUR
2024,M05,May,NA,0.570,FLOUR
2024,M04,April,NA,0.574,FLOUR
2024,M03,March,NA,0.565,FLOUR
2024,M02,February,NA,0.558,FLOUR
2024,M01,January,NA,0.554,FLOUR
2023,M12,December,NA,0.538,FLOUR
2023,M11,November,NA,0.541,FLOUR
2023,M10,October,NA,0.562,FLOUR
2023,M09,September,NA,0.565,FLOUR
2023,M08,August,NA,0.566,FLOUR
2023,M07,July,NA,0.564,FLOUR
2023,M06,June,NA,0.551,FLOUR
2023,M05,May,NA,0.544,FLOUR
2023,M04,April,NA,0.542,FLOUR
2023,M03,March,NA,0.546,FLOUR
2023,M02,February,NA,0.550,FLOUR
2023,M01,January,NA,0.540,FLOUR
2022,M12,December,NA,0.522,FLOUR
2022,M11,November,NA,0.524,FLOUR
2022,M10,October,NA,0.534,FLOUR
2022,M09,September,NA,0.556,FLOUR
2022,M08,August,NA,0.549,FLOUR
2022,M07,July,NA,0.533,FLOUR
2022,M06,June,NA,0.498,FLOUR
2022,M05,May,NA,0.456,FLOUR
2022,M04,April,NA,0.455,FLOUR
2022,M03,March,NA,0.448,FLOUR
2022,M02,February,NA,0.428,FLOUR
2022,M01,January,NA,0.424,FLOUR
2021,M12,December,NA,0.388,FLOUR
2021,M11,November,NA,0.386,FLOUR
2021,M10,October,NA,0.396,FLOUR
2021,M09,September,NA,0.382,FLOUR
2021,M08,August,NA,0.371,FLOUR
2021,M07,July,NA,0.368,FLOUR
2021,M06,June,NA,0.356,FLOUR
2021,M05,May,NA,0.439,FLOUR
2021,M04,April,NA,0.437,FLOUR
2021,M03,March,NA,0.436,FLOUR
2021,M02,February,NA,0.440,FLOUR
2021,M01,January,NA,0.446,FLOUR
2020,M12,December,NA,0.450,FLOUR
2020,M11,November,NA,0.445,FLOUR
2020,M10,October,NA,0.452,FLOUR
2020,M09,September,NA,0.451,FLOUR
2020,M08,August,NA,0.459,FLOUR
2020,M07,July,NA,0.461,FLOUR
2020,M06,June,NA,0.468,FLOUR
2020,M05,May,NA,0.461,FLOUR
2020,M03,March,NA,0.442,FLOUR
2020,M02,February,NA,0.438,FLOUR
2020,M01,January,NA,0.438,FLOUR
2019,M12,December,NA,0.429,FLOUR
2019,M11,November,NA,0.417,FLOUR
2019,M10,October,NA,0.432,FLOUR
2019,M09,September,NA,0.449,FLOUR
2019,M08,August,NA,0.450,FLOUR
2019,M07,July,NA,0.454,FLOUR
2019,M06,June,NA,0.448,FLOUR
2019,M05,May,NA,0.454,FLOUR
2019,M04,April,NA,0.434,FLOUR
2019,M03,March,NA,0.445,FLOUR
2019,M02,February,NA,0.443,FLOUR
2019,M01,January,NA,0.439,FLOUR
2024,M09,September,true,1.673,GRAPEFRUIT
2024,M08,August,NA,1.586,GRAPEFRUIT
2024,M07,July,NA,1.649,GRAPEFRUIT
2024,M06,June,NA,1.665,GRAPEFRUIT
2024,M05,May,NA,1.648,GRAPEFRUIT
2024,M04,April,NA,1.696,GRAPEFRUIT
2024,M03,March,NA,1.700,GRAPEFRUIT
2024,M02,February,NA,1.691,GRAPEFRUIT
2024,M01,January,NA,1.712,GRAPEFRUIT
2023,M12,December,NA,1.780,GRAPEFRUIT
2023,M11,November,NA,1.832,GRAPEFRUIT
2023,M10,October,NA,1.834,GRAPEFRUIT
2023,M09,September,NA,1.677,GRAPEFRUIT
2023,M08,August,NA,1.570,GRAPEFRUIT
2023,M07,July,NA,1.587,GRAPEFRUIT
2023,M06,June,NA,1.588,GRAPEFRUIT
2020,M02,February,NA,1.189,GRAPEFRUIT
2020,M01,January,NA,1.226,GRAPEFRUIT
2019,M12,December,NA,1.254,GRAPEFRUIT
2019,M11,November,NA,1.324,GRAPEFRUIT
2019,M10,October,NA,1.421,GRAPEFRUIT
2019,M09,September,NA,1.371,GRAPEFRUIT
2019,M08,August,NA,1.353,GRAPEFRUIT
2019,M07,July,NA,1.389,GRAPEFRUIT
2019,M06,June,NA,1.336,GRAPEFRUIT
2019,M05,May,NA,1.365,GRAPEFRUIT
2019,M04,April,NA,1.344,GRAPEFRUIT
2019,M03,March,NA,1.366,GRAPEFRUIT
2019,M02,February,NA,1.315,GRAPEFRUIT
2019,M01,January,NA,1.305,GRAPEFRUIT
2024,M09,September,true,1.435,LETTUCE
2024,M08,August,NA,1.517,LETTUCE
2024,M07,July,NA,1.643,LETTUCE
2024,M06,June,NA,1.741,LETTUCE
2024,M05,May,NA,1.692,LETTUCE
2024,M04,April,NA,1.754,LETTUCE
2024,M03,March,NA,1.680,LETTUCE
2024,M02,February,NA,1.443,LETTUCE
2024,M01,January,NA,1.439,LETTUCE
2023,M12,December,NA,1.530,LETTUCE
2023,M11,November,NA,1.675,LETTUCE
2023,M10,October,NA,1.522,LETTUCE
2023,M09,September,NA,1.660,LETTUCE
2023,M08,August,NA,1.596,LETTUCE
2023,M07,July,NA,1.666,LETTUCE
2023,M06,June,NA,1.605,LETTUCE
2023,M05,May,NA,1.700,LETTUCE
2020,M02,February,NA,1.248,LETTUCE
2020,M01,January,NA,1.341,LETTUCE
2019,M12,December,NA,1.304,LETTUCE
2019,M11,November,NA,1.337,LETTUCE
2019,M10,October,NA,1.134,LETTUCE
2019,M09,September,NA,1.107,LETTUCE
2019,M08,August,NA,1.143,LETTUCE
2019,M07,July,NA,1.207,LETTUCE
2019,M06,June,NA,1.083,LETTUCE
2019,M05,May,NA,1.108,LETTUCE
2019,M04,April,NA,1.213,LETTUCE
2019,M03,March,NA,1.301,LETTUCE
2019,M02,February,NA,1.114,LETTUCE
2019,M01,January,NA,1.161,LETTUCE
2024,M09,September,true,1.733,ORANGES
2024,M08,August,NA,1.728,ORANGES
2024,M07,July,NA,1.627,ORANGES
2024,M06,June,NA,1.582,ORANGES
2024,M05,May,NA,1.545,ORANGES
2024,M04,April,NA,1.475,ORANGES
2024,M03,March,NA,1.516,ORANGES
2024,M02,February,NA,1.532,ORANGES
2024,M01,January,NA,1.550,ORANGES
2023,M12,December,NA,1.601,ORANGES
2023,M11,November,NA,1.664,ORANGES
2023,M10,October,NA,1.693,ORANGES
2023,M09,September,NA,1.637,ORANGES
2023,M08,August,NA,1.623,ORANGES
2023,M07,July,NA,1.591,ORANGES
2023,M06,June,NA,1.535,ORANGES
2023,M05,May,NA,1.512,ORANGES
2023,M04,April,NA,1.530,ORANGES
2023,M03,March,NA,1.509,ORANGES
2023,M02,February,NA,1.549,ORANGES
2023,M01,January,NA,1.514,ORANGES
2022,M12,December,NA,1.485,ORANGES
2022,M11,November,NA,1.641,ORANGES
2022,M10,October,NA,1.730,ORANGES
2022,M09,September,NA,1.730,ORANGES
2022,M08,August,NA,1.703,ORANGES
2022,M06,June,NA,1.600,ORANGES
2022,M05,May,NA,1.546,ORANGES
2022,M04,April,NA,1.505,ORANGES
2022,M03,March,NA,1.480,ORANGES
2022,M02,February,NA,1.445,ORANGES
2022,M01,January,NA,1.427,ORANGES
2021,M12,December,NA,1.448,ORANGES
2021,M11,November,NA,1.440,ORANGES
2021,M10,October,NA,1.490,ORANGES
2021,M06,June,NA,1.354,ORANGES
2021,M05,May,NA,1.317,ORANGES
2021,M04,April,NA,1.320,ORANGES
2021,M03,March,NA,1.266,ORANGES
2021,M02,February,NA,1.321,ORANGES
2021,M01,January,NA,1.303,ORANGES
2020,M12,December,NA,1.329,ORANGES
2020,M06,June,NA,1.296,ORANGES
2020,M05,May,NA,1.209,ORANGES
2020,M03,March,NA,1.174,ORANGES
2020,M02,February,NA,1.218,ORANGES
2020,M01,January,NA,1.244,ORANGES
2019,M12,December,NA,1.327,ORANGES
2019,M11,November,NA,1.429,ORANGES
2019,M10,October,NA,1.470,ORANGES
2019,M09,September,NA,1.426,ORANGES
2019,M08,August,NA,1.442,ORANGES
2019,M07,July,NA,1.411,ORANGES
2019,M06,June,NA,1.296,ORANGES
2019,M05,May,NA,1.331,ORANGES
2019,M04,April,NA,1.280,ORANGES
2019,M03,March,NA,1.346,ORANGES
2019,M02,February,NA,1.298,ORANGES
2019,M01,January,NA,1.344,ORANGES
2024,M09,September,true,1.705,DRIED BEANS
2024,M08,August,NA,1.711,DRIED BEANS
2024,M07,July,NA,1.713,DRIED BEANS
2024,M06,June,NA,1.681,DRIED BEANS
2024,M05,May,NA,1.703,DRIED BEANS
2024,M04,April,NA,1.647,DRIED BEANS
2024,M03,March,NA,1.648,DRIED BEANS
2024,M02,February,NA,1.625,DRIED BEANS
2024,M01,January,NA,1.589,DRIED BEANS
2023,M12,December,NA,1.592,DRIED BEANS
2023,M11,November,NA,1.574,DRIED BEANS
2023,M10,October,NA,1.625,DRIED BEANS
2023,M09,September,NA,1.715,DRIED BEANS
2023,M08,August,NA,1.702,DRIED BEANS
2023,M07,July,NA,1.721,DRIED BEANS
2023,M06,June,NA,1.707,DRIED BEANS
2023,M05,May,NA,1.695,DRIED BEANS
2023,M04,April,NA,1.659,DRIED BEANS
2023,M03,March,NA,1.687,DRIED BEANS
2023,M02,February,NA,1.697,DRIED BEANS
2023,M01,January,NA,1.703,DRIED BEANS
2022,M12,December,NA,1.700,DRIED BEANS
2022,M11,November,NA,1.664,DRIED BEANS
2022,M10,October,NA,1.675,DRIED BEANS
2022,M09,September,NA,1.677,DRIED BEANS
2022,M08,August,NA,1.677,DRIED BEANS
2022,M07,July,NA,1.673,DRIED BEANS
2022,M06,June,NA,1.639,DRIED BEANS
2022,M05,May,NA,1.640,DRIED BEANS
2022,M04,April,NA,1.628,DRIED BEANS
2022,M03,March,NA,1.625,DRIED BEANS
2022,M02,February,NA,1.546,DRIED BEANS
2022,M01,January,NA,1.509,DRIED BEANS
2021,M12,December,NA,1.504,DRIED BEANS
2021,M11,November,NA,1.474,DRIED BEANS
2021,M10,October,NA,1.460,DRIED BEANS
2021,M09,September,NA,1.445,DRIED BEANS
2021,M08,August,NA,1.429,DRIED BEANS
2021,M07,July,NA,1.426,DRIED BEANS
2021,M06,June,NA,1.421,DRIED BEANS
2021,M05,May,NA,1.420,DRIED BEANS
2021,M04,April,NA,1.457,DRIED BEANS
2021,M03,March,NA,1.459,DRIED BEANS
2021,M02,February,NA,1.448,DRIED BEANS
2021,M01,January,NA,1.433,DRIED BEANS
2020,M12,December,NA,1.404,DRIED BEANS
2020,M11,November,NA,1.391,DRIED BEANS
2020,M10,October,NA,1.410,DRIED BEANS
2020,M09,September,NA,1.424,DRIED BEANS
2020,M08,August,NA,1.445,DRIED BEANS
2020,M07,July,NA,1.415,DRIED BEANS
2020,M06,June,NA,1.422,DRIED BEANS
2020,M03,March,NA,1.488,DRIED BEANS
2020,M02,February,NA,1.461,DRIED BEANS
2020,M01,January,NA,1.432,DRIED BEANS
2019,M12,December,NA,1.402,DRIED BEANS
2019,M11,November,NA,1.410,DRIED BEANS
2019,M10,October,NA,1.347,DRIED BEANS
2019,M09,September,NA,1.324,DRIED BEANS
2019,M08,August,NA,1.329,DRIED BEANS
2019,M07,July,NA,1.345,DRIED BEANS
2019,M06,June,NA,1.316,DRIED BEANS
2019,M05,May,NA,1.298,DRIED BEANS
2019,M04,April,NA,1.339,DRIED BEANS
2019,M03,March,NA,1.335,DRIED BEANS
2019,M02,February,NA,1.342,DRIED BEANS
2019,M01,January,NA,1.343,DRIED BEANS
2024,M09,September,true,1.795,MALT BEVERAGES
2024,M08,August,NA,1.792,MALT BEVERAGES
2024,M07,July,NA,1.778,MALT BEVERAGES
2024,M06,June,NA,1.772,MALT BEVERAGES
2024,M05,May,NA,1.775,MALT BEVERAGES
2024,M04,April,NA,1.776,MALT BEVERAGES
2024,M03,March,NA,1.767,MALT BEVERAGES
2024,M02,February,NA,1.772,MALT BEVERAGES
2024,M01,January,NA,1.762,MALT BEVERAGES
2023,M12,December,NA,1.749,MALT BEVERAGES
2023,M11,November,NA,1.745,MALT BEVERAGES
2023,M10,October,NA,1.754,MALT BEVERAGES
2023,M09,September,NA,1.742,MALT BEVERAGES
2023,M08,August,NA,1.734,MALT BEVERAGES
2023,M07,July,NA,1.731,MALT BEVERAGES
2023,M06,June,NA,1.738,MALT BEVERAGES
2023,M05,May,NA,1.754,MALT BEVERAGES
2023,M04,April,NA,1.746,MALT BEVERAGES
2023,M03,March,NA,1.745,MALT BEVERAGES
2023,M02,February,NA,1.741,MALT BEVERAGES
2023,M01,January,NA,1.739,MALT BEVERAGES
2022,M12,December,NA,1.736,MALT BEVERAGES
2022,M11,November,NA,1.719,MALT BEVERAGES
2022,M10,October,NA,1.691,MALT BEVERAGES
2022,M09,September,NA,1.655,MALT BEVERAGES
2022,M08,August,NA,1.681,MALT BEVERAGES
2022,M07,July,NA,1.669,MALT BEVERAGES
2022,M06,June,NA,1.660,MALT BEVERAGES
2022,M05,May,NA,1.630,MALT BEVERAGES
2022,M04,April,NA,1.619,MALT BEVERAGES
2022,M03,March,NA,1.626,MALT BEVERAGES
2022,M02,February,NA,1.618,MALT BEVERAGES
2022,M01,January,NA,1.580,MALT BEVERAGES
2021,M12,December,NA,1.566,MALT BEVERAGES
2021,M11,November,NA,1.570,MALT BEVERAGES
2021,M10,October,NA,1.551,MALT BEVERAGES
2021,M09,September,NA,1.549,MALT BEVERAGES
2021,M08,August,NA,1.534,MALT BEVERAGES
2021,M07,July,NA,1.540,MALT BEVERAGES
2021,M06,June,NA,1.532,MALT BEVERAGES
2021,M05,May,NA,1.506,MALT BEVERAGES
2021,M04,April,NA,1.490,MALT BEVERAGES
2021,M03,March,NA,1.498,MALT BEVERAGES
2021,M02,February,NA,1.498,MALT BEVERAGES
2021,M01,January,NA,1.494,MALT BEVERAGES
2020,M12,December,NA,1.506,MALT BEVERAGES
2020,M11,November,NA,1.509,MALT BEVERAGES
2020,M10,October,NA,1.492,MALT BEVERAGES
2020,M09,September,NA,1.485,MALT BEVERAGES
2020,M08,August,NA,1.482,MALT BEVERAGES
2020,M07,July,NA,1.487,MALT BEVERAGES
2020,M06,June,NA,1.484,MALT BEVERAGES
2020,M05,May,NA,1.494,MALT BEVERAGES
2020,M04,April,NA,1.502,MALT BEVERAGES
2020,M03,March,NA,1.472,MALT BEVERAGES
2020,M02,February,NA,1.447,MALT BEVERAGES
2020,M01,January,NA,1.439,MALT BEVERAGES
2019,M12,December,NA,1.422,MALT BEVERAGES
2019,M11,November,NA,1.418,MALT BEVERAGES
2019,M10,October,NA,1.437,MALT BEVERAGES
2019,M09,September,NA,1.440,MALT BEVERAGES
2019,M08,August,NA,1.429,MALT BEVERAGES
2019,M07,July,NA,1.437,MALT BEVERAGES
2019,M06,June,NA,1.433,MALT BEVERAGES
2019,M05,May,NA,1.442,MALT BEVERAGES
2019,M04,April,NA,1.439,MALT BEVERAGES
2019,M03,March,NA,1.443,MALT BEVERAGES
2019,M02,February,NA,1.451,MALT BEVERAGES
2019,M01,January,NA,1.450,MALT BEVERAGES
2024,M09,September,true,4.951,PROCESSED AMERICAN CHEESE
2024,M08,August,NA,4.841,PROCESSED AMERICAN CHEESE
2024,M07,July,NA,4.874,PROCESSED AMERICAN CHEESE
2024,M06,June,NA,4.943,PROCESSED AMERICAN CHEESE
2024,M05,May,NA,4.819,PROCESSED AMERICAN CHEESE
2024,M04,April,NA,4.776,PROCESSED AMERICAN CHEESE
2024,M03,March,NA,4.854,PROCESSED AMERICAN CHEESE
2024,M02,February,NA,4.769,PROCESSED AMERICAN CHEESE
2024,M01,January,NA,4.904,PROCESSED AMERICAN CHEESE
2023,M12,December,NA,4.956,PROCESSED AMERICAN CHEESE
2023,M11,November,NA,4.748,PROCESSED AMERICAN CHEESE
2023,M10,October,NA,4.738,PROCESSED AMERICAN CHEESE
2023,M09,September,NA,4.767,PROCESSED AMERICAN CHEESE
2023,M08,August,NA,4.730,PROCESSED AMERICAN CHEESE
2023,M07,July,NA,4.782,PROCESSED AMERICAN CHEESE
2023,M06,June,NA,4.698,PROCESSED AMERICAN CHEESE
2023,M05,May,NA,4.765,PROCESSED AMERICAN CHEESE
2023,M04,April,NA,4.759,PROCESSED AMERICAN CHEESE
2023,M03,March,NA,4.773,PROCESSED AMERICAN CHEESE
2023,M02,February,NA,4.628,PROCESSED AMERICAN CHEESE
2023,M01,January,NA,4.724,PROCESSED AMERICAN CHEESE
