SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
1821,98087,WA,1723,1747,1976,2059,2126,2170
1823,30605,GA,1170,1247,1443,1592,1762,1837
1824,78109,TX,1298,1357,1520,1622,1613,1638
1825,06484,CT,NA,NA,NA,2411,2561,2663
1826,12601,NY,NA,1462,1650,1711,1828,1944
1827,78006,TX,1122,1134,1388,1411,1385,1332
1828,98277,WA,1281,1384,1506,1606,1718,1817
1829,21045,MD,1593,1639,1862,1920,2009,2132
1830,92307,CA,NA,NA,NA,1846,1891,1973
1831,32514,FL,1021,1095,1389,1461,1483,1494
1832,89183,NV,1363,1447,1781,1745,1778,1810
1833,42303,KY,NA,NA,NA,NA,NA,1476
1834,02130,MA,2495,2338,2629,2845,3182,3186
1835,95973,CA,NA,NA,1514,1532,1606,1696
1836,78209,TX,1249,1250,1382,1460,1433,1434
1837,30102,GA,1331,1476,1651,1837,1892,1957
1838,10021,NY,3063,2578,3251,3577,3617,3847
1839,33172,FL,NA,NA,2092,2382,2434,2468
1840,92596,CA,NA,NA,NA,NA,2887,3131
1841,95765,CA,2126,2308,2593,2532,2669,2725
1842,46254,IN,1085,1196,1333,1470,1574,1629
1843,37343,TN,NA,NA,1312,1448,1487,1509
1844,79423,TX,NA,NA,1350,1399,1401,1447
1845,23059,VA,NA,1585,1789,1877,1947,2036
1846,37363,TN,NA,NA,NA,2119,2188,2309
1847,91350,CA,NA,NA,2747,2935,3173,3355
1848,90810,CA,NA,NA,NA,NA,NA,1848
1849,76112,TX,909,967,1040,1194,1143,1197
1850,95621,CA,1416,1516,1762,1839,1840,1944
1851,95691,CA,1820,1986,2201,2210,2243,2369
1852,76039,TX,1386,1400,1654,1798,1805,1836
1853,30294,GA,1349,1506,1748,1991,1975,2079
1854,17403,PA,NA,NA,NA,NA,1183,1233
1855,78412,TX,1082,1131,1282,1257,1282,1318
1856,71203,LA,NA,NA,NA,NA,NA,875
1857,46237,IN,NA,NA,1414,1519,1607,1691
1858,01801,MA,2080,2064,2331,2552,2656,2736
1859,44870,OH,NA,NA,NA,NA,NA,1210
1860,75078,TX,NA,NA,1903,1951,1891,1873
1860,78653,TX,NA,NA,1753,1846,1831,1840
1862,27330,NC,NA,NA,NA,NA,NA,1482
1863,23451,VA,1368,1455,1700,1755,1781,1893
1864,30120,GA,NA,NA,1657,1878,1870,1946
1864,32724,FL,NA,NA,NA,1852,1961,2026
1866,20747,MD,NA,NA,1473,1541,1435,1554
1867,08857,NJ,NA,NA,NA,NA,2966,3172
1868,46203,IN,904,980,1110,1193,1241,1419
1869,70003,LA,NA,NA,NA,NA,1855,1900
1870,90604,CA,NA,NA,NA,NA,NA,3700
1872,48170,MI,NA,NA,NA,1519,1625,1705
1873,27704,NC,1157,1223,1373,1517,1579,1558
1874,48224,MI,NA,NA,956,1162,1188,1284
1875,95838,CA,NA,NA,NA,NA,NA,2177
1877,78628,TX,1532,1513,1832,1912,1855,1910
1878,08820,NJ,NA,NA,NA,NA,3054,3167
1879,89014,NV,1130,1178,1515,1450,1469,1498
1881,11222,NY,2996,2784,3282,3727,3844,4013
1882,48047,MI,NA,NA,NA,NA,NA,1339
1883,27909,NC,NA,NA,NA,1283,1379,1500
1884,30238,GA,1067,1237,1489,1651,1685,1742
1885,87110,NM,999,1061,1316,1385,1508,1562
1886,52722,IA,NA,NA,1041,1080,1179,1231
1887,44203,OH,NA,NA,NA,NA,1147,1152
1888,80010,CO,1316,1339,1514,1629,1703,1667
1889,95120,CA,NA,NA,NA,NA,4507,4771
1890,45324,OH,959,1049,1155,1274,1377,1475
1892,95129,CA,2561,2421,2625,2728,2791,2876
1893,87109,NM,NA,NA,1199,1315,1380,1395
1894,38127,TN,NA,774,879,952,997,1029
1895,84067,UT,NA,NA,NA,1496,1630,1685
1896,02150,MA,1935,1816,2190,2315,2468,2468
1897,63033,MO,1103,1183,1327,1423,1454,1569
1898,07011,NJ,NA,NA,NA,NA,NA,2342
1899,08094,NJ,NA,NA,NA,NA,NA,1638
1899,96740,HI,NA,NA,NA,NA,NA,3258
1901,33418,FL,NA,NA,2754,2837,2895,3091
1902,48127,MI,NA,NA,NA,1298,1344,1466
1903,48430,MI,NA,NA,1330,1429,1461,1518
1904,22801,VA,NA,NA,1417,1577,1720,1785
1905,30265,GA,1385,1451,1805,1879,1929,1955
1906,29210,SC,851,894,1027,1065,1198,1265
1907,20175,VA,1656,1718,1919,2052,2203,2277
1908,23224,VA,1047,1092,1230,1348,1408,1477
1910,97756,OR,NA,NA,1766,1894,1978,2042
1911,85756,AZ,NA,NA,1647,1670,1815,1866
1912,98059,WA,NA,1959,2203,2433,2427,2567
1913,32955,FL,1354,1438,1771,1863,1907,1947
1914,19146,PA,1481,1511,1639,1712,1775,1853
1915,62040,IL,NA,NA,NA,NA,1017,1075
1916,92806,CA,NA,NA,NA,2264,2392,2519
1917,70433,LA,1136,1171,1470,1408,1426,1464
1918,60030,IL,NA,NA,NA,NA,NA,1707
1919,95695,CA,NA,NA,NA,NA,1869,2025
1920,38501,TN,NA,NA,NA,1210,1325,1317
1921,33014,FL,1478,1557,1787,2122,2242,2316
1922,76065,TX,1590,1695,1905,1988,2057,2107
1923,48221,MI,NA,NA,NA,1194,1244,1341
1924,70508,LA,970,1041,1150,1182,1247,1260
1925,98033,WA,2193,2196,2381,2543,2640,2752
1926,77065,TX,NA,NA,NA,1326,1359,1363
1927,95835,CA,2013,2181,2469,2563,2582,2714
1927,85044,AZ,1225,1318,1603,1567,1527,1518
1929,46033,IN,NA,NA,NA,NA,NA,1957
1930,28412,NC,1094,1132,1358,1471,1449,1489
1931,89104,NV,NA,NA,NA,1192,1274,1352
1932,17042,PA,NA,NA,NA,NA,1306,1374
1933,79762,TX,NA,NA,1085,1321,1405,1411
1934,28092,NC,NA,NA,NA,NA,NA,1525
1935,88220,NM,NA,NA,NA,NA,NA,2017
1936,33071,FL,1541,1592,2038,2200,2262,2240
1937,39402,MS,NA,NA,988,1129,1129,1360
1938,21701,MD,1374,1409,1535,1691,1765,1858
1939,75087,TX,1424,1493,1711,1815,1828,1849
1940,46224,IN,NA,769,951,1013,992,1015
1941,59718,MT,NA,1816,2086,2182,2240,2253
1942,46383,IN,NA,NA,NA,1450,1479,1627
1943,37207,TN,1501,1591,1809,1997,2026,2109
1944,78244,TX,1240,1299,1449,1559,1540,1585
1945,10705,NY,NA,NA,NA,NA,NA,2432
1946,46112,IN,NA,1443,1616,1708,1775,1867
1947,21401,MD,1803,1910,2104,2199,2293,2346
1948,60107,IL,NA,NA,NA,NA,NA,2368
1949,63122,MO,NA,1085,1223,1369,1456,1554
1950,77024,TX,1488,1419,1603,1667,1687,1714
1951,29715,SC,NA,NA,NA,NA,1709,1735
1952,55110,MN,NA,NA,NA,1697,1778,1840
1953,28079,NC,1444,1565,1752,1912,1947,2005
1954,38111,TN,864,940,1060,1120,1195,1246
1954,44240,OH,NA,NA,NA,NA,1740,1776
1956,37660,TN,NA,NA,NA,NA,NA,1466
1957,01604,MA,NA,NA,1640,1864,1916,2168
1958,91739,CA,2009,2212,2518,2650,2684,2791
1959,19426,PA,NA,NA,1825,1991,2101,2246
1960,95833,CA,NA,NA,2121,2160,2188,2340
1961,76522,TX,861,938,1112,1182,1219,1230
1962,97478,OR,NA,NA,NA,NA,1745,1851
1963,91701,CA,NA,NA,NA,2584,2556,2903
1964,20740,MD,1728,1746,1836,1955,1983,2021
1965,30005,GA,1551,1590,1987,2059,2054,2032
1967,44109,OH,676,740,826,890,972,1045
1968,30084,GA,NA,NA,1561,1687,1738,1807
1969,47401,IN,1180,1239,1319,1453,1522,1581
1970,30078,GA,1407,1536,1787,1885,1978,2038
1971,85209,AZ,1444,1581,1871,1963,2046,1998
1973,77090,TX,853,873,965,1018,1059,1019
1974,07731,NJ,NA,NA,NA,NA,NA,3142
1975,80221,CO,1476,1490,1654,1829,1823,1856
1976,02136,MA,NA,NA,NA,NA,NA,2561
1977,59101,MT,NA,NA,NA,NA,1082,1117
1978,80920,CO,1457,1577,1757,1817,1896,1923
1979,79925,TX,NA,NA,NA,NA,NA,1423
1980,48227,MI,NA,NA,NA,1075,1115,1226
1981,29466,SC,1697,1723,2110,2316,2531,2541
1982,29803,SC,NA,NA,NA,1275,1307,1390
1983,90045,CA,2576,2416,2780,2900,2839,2916
1984,75051,TX,NA,NA,NA,1376,1487,1464
1985,32216,FL,1236,1276,1586,1647,1607,1622
1986,85374,AZ,1279,1484,1815,1753,1817,1816
1987,23669,VA,NA,NA,1356,1499,1596,1758
1988,11231,NY,2926,2797,3293,3578,3851,3968
1989,90808,CA,NA,NA,NA,NA,2639,2707
1990,48146,MI,NA,NA,NA,1149,1209,1307
1991,10583,NY,NA,NA,NA,NA,NA,6550
1992,98026,WA,1683,1741,1899,2201,2213,2269
1993,94134,CA,NA,NA,NA,NA,3659,3995
1994,94588,CA,NA,2551,2694,2723,2816,2913
1995,33322,FL,NA,NA,2069,2255,2361,2372
1997,32935,FL,1083,1176,1429,1571,1616,1677
1998,70058,LA,NA,NA,NA,NA,NA,1705
1999,70001,LA,NA,NA,NA,1565,1592,1682
2000,77049,TX,NA,NA,NA,1513,1464,1514
2001,77901,TX,NA,NA,NA,958,973,1001
2002,70506,LA,871,911,1045,1042,1094,1105
2003,95688,CA,1973,2122,2347,2339,2409,2525
2004,60137,IL,NA,NA,NA,NA,NA,1911
2005,77377,TX,1521,1582,1867,1883,1923,1967
2006,14701,NY,NA,NA,NA,NA,NA,1100
2007,20748,MD,NA,NA,NA,NA,1501,1702
2008,66048,KS,763,782,863,943,998,1085
2009,08724,NJ,NA,NA,NA,NA,NA,2692
2010,90301,CA,NA,NA,2274,2536,2663,2625
2011,23832,VA,NA,NA,NA,1715,1829,1802
2011,32526,FL,NA,NA,1778,1835,1863,1949
2011,85143,AZ,1310,1506,1786,1835,1868,1935
2014,57702,SD,NA,NA,NA,1462,1403,1469
2015,85213,AZ,1182,1233,1582,1574,1568,1554
2016,21703,MD,NA,1724,1911,2063,2205,2299
2017,43615,OH,NA,NA,1150,1133,1255,1335
2019,37086,TN,1428,1512,1804,1961,1949,2034
2020,19147,PA,1510,1538,1636,1703,1771,1819
2022,85132,AZ,NA,NA,NA,NA,1758,1778
2022,48105,MI,1950,1946,2222,2329,2392,2425
2024,33309,FL,1352,1410,1686,1973,1989,2035
2025,91355,CA,2207,2312,2649,2655,2765,2855
2026,84088,UT,NA,NA,1595,1683,1651,1626
2027,85021,AZ,916,1017,1324,1315,1324,1318
2028,33134,FL,1859,1878,2375,2737,2747,2885
2029,76123,TX,1346,1527,1726,1827,1908,2000
2030,27295,NC,NA,NA,NA,NA,NA,1998
2031,31909,GA,NA,NA,NA,1316,1406,1565
2032,32404,FL,1543,1591,1825,1887,1957,1977
2033,07712,NJ,NA,NA,NA,2465,2670,2770
2034,46217,IN,NA,NA,1324,1436,1517,1642
2035,17050,PA,NA,1732,1935,1998,2120,2148
2036,60060,IL,NA,NA,NA,NA,2033,2219
2037,93711,CA,NA,NA,NA,NA,NA,2334
2038,60068,IL,NA,NA,NA,NA,2171,2349
2039,80014,CO,1462,1470,1723,1771,1859,1817
2040,98366,WA,NA,NA,1725,1725,1722,1949
2041,39047,MS,NA,NA,NA,1478,1608,1770
2042,83704,ID,1083,1228,1435,1479,1483,1519
2043,98004,WA,2347,2187,2529,2572,2696,2831
2044,13440,NY,NA,NA,NA,NA,NA,1200
2045,94520,CA,NA,NA,2282,2488,2442,2586
2046,37922,TN,NA,NA,1637,1815,1949,1872
2047,20032,DC,NA,NA,NA,NA,1759,1725
2048,13501,NY,NA,NA,NA,NA,NA,1324
2049,98006,WA,2706,2740,2973,3187,3424,3545
2050,45342,OH,NA,1012,1170,1273,1332,1371
2051,33624,FL,1260,1335,1782,1880,1935,1953
2052,48060,MI,NA,NA,NA,NA,1144,1195
2053,21244,MD,NA,1243,1440,1436,1468,1508
2054,11378,NY,NA,NA,NA,NA,2561,2558
2055,11379,NY,NA,NA,1873,NA,2368,2594
2056,33908,FL,NA,NA,1771,2083,1958,1990
2057,48911,MI,NA,NA,NA,NA,NA,1131
2058,78552,TX,NA,NA,NA,NA,1286,1263
2059,91763,CA,NA,NA,2274,2485,2472,2735
2060,99508,AK,1059,1114,1194,1370,1471,1507
2061,43110,OH,NA,1474,1606,1712,1737,1881
2062,29708,SC,NA,NA,NA,1797,1797,1829
2063,78132,TX,NA,NA,NA,1617,1657,1682
2064,70605,LA,957,1075,1148,989,1003,1066
2066,92807,CA,2169,2279,2740,2843,2980,3084
2067,92675,CA,NA,NA,NA,3844,4107,4263
2068,49504,MI,1223,1314,1447,1568,1669,1769
2069,97236,OR,NA,1244,1389,1504,1543,1549
2070,85210,AZ,1013,1111,1452,1419,1403,1380
2071,29209,SC,996,1042,1216,1257,1406,1529
2072,27893,NC,NA,NA,NA,NA,NA,1058
2074,99654,AK,NA,NA,NA,NA,1746,1785
2075,72076,AR,NA,NA,933,964,999,1068
2076,16001,PA,NA,NA,NA,NA,NA,1099
2077,01040,MA,NA,NA,NA,NA,NA,1475
2078,60101,IL,NA,NA,NA,NA,NA,2165
2079,85298,AZ,1836,2059,2483,2527,2514,2628
2080,10301,NY,NA,NA,NA,2205,2339,2566
2081,98908,WA,NA,NA,NA,NA,NA,1810
2082,91321,CA,NA,NA,2337,2306,2430,2547
2083,28403,NC,1153,1220,1483,1584,1648,1695
2084,60563,IL,NA,NA,1617,1741,1895,1930
2085,60504,IL,1515,1617,1735,1940,2060,2256
2086,95928,CA,1478,1492,1570,1630,1672,1727
2087,33055,FL,NA,NA,NA,NA,3202,3262
2088,94928,CA,2076,2085,2308,2397,2461,2491
2089,75231,TX,1031,1044,1216,1292,1278,1270
2090,13021,NY,NA,NA,NA,NA,NA,1324
2091,11105,NY,NA,1981,2177,2404,2500,2695
2092,32807,FL,NA,NA,1490,1663,1678,1725
2093,22201,VA,2183,1989,2258,2378,2465,2597
2094,98001,WA,NA,NA,2274,2463,2436,2548
2095,27540,NC,1537,1627,1802,1903,2052,2033
2096,97303,OR,NA,NA,NA,NA,1687,1717
2097,11704,NY,NA,NA,NA,NA,NA,3100
2098,85251,AZ,1482,1589,2033,2012,2039,2074
2099,77063,TX,1111,1137,1258,1296,1298,1304
2100,30014,GA,NA,NA,1564,1699,1780,1749
2101,85027,AZ,1137,1241,1526,1574,1557,1539
2101,33317,FL,NA,NA,NA,2160,2276,2321
2103,20817,MD,2321,2327,2490,2612,2760,2947
2104,39564,MS,NA,NA,NA,1574,1621,1719
2106,90802,CA,2046,2065,2311,2447,2461,2501
2107,30215,GA,1348,1504,1745,1921,1947,2080
2108,95301,CA,NA,NA,NA,NA,NA,1225
2109,44124,OH,NA,NA,NA,1211,1250,1310
2110,11779,NY,NA,NA,2468,2605,2580,2834
2111,20743,MD,NA,NA,NA,1817,1867,2045
2112,89521,NV,1682,1879,2039,2086,2055,2203
2113,93612,CA,NA,NA,1449,1560,1608,1675
2114,77066,TX,NA,NA,1345,1421,1474,1473
2115,77583,TX,NA,NA,NA,NA,2184,2263
2116,39042,MS,NA,NA,NA,NA,1548,1654
2117,94621,CA,NA,NA,NA,NA,2753,2559
2119,78596,TX,NA,NA,NA,NA,1061,1135
2119,76180,TX,1111,1219,1442,1526,1519,1528
2121,55407,MN,NA,1301,1397,1486,1446,1487
2122,36330,AL,928,1042,1149,1244,1314,1399
2123,29710,SC,NA,NA,NA,NA,NA,1752
2124,55311,MN,1839,1882,2093,2144,2251,2313
2125,46074,IN,NA,1319,1550,1624,1676,1750
2126,84129,UT,NA,NA,NA,NA,NA,2299
2127,77034,TX,NA,NA,NA,937,1022,985
2128,11364,NY,NA,NA,NA,NA,2420,2761
2128,19904,DE,NA,NA,NA,1742,1814,1813
2130,08807,NJ,NA,NA,NA,NA,NA,2861
2131,33437,FL,NA,NA,NA,2732,2762,2943
2131,85140,AZ,1377,1611,1930,1930,1982,1978
2133,92240,CA,NA,NA,NA,NA,1972,2094
2134,53221,WI,NA,NA,NA,NA,NA,1085
2134,11106,NY,2304,2108,2316,2530,2623,2686
2136,97128,OR,NA,NA,NA,NA,1977,2041
2137,77642,TX,NA,NA,NA,890,930,956
2138,32780,FL,NA,NA,1261,1455,1524,1511
2139,33604,FL,1041,1125,1431,1542,1638,1709
2140,91776,CA,NA,NA,2084,2307,2293,2435
2141,07024,NJ,2844,2864,3049,3271,3540,3500
2142,85297,AZ,1648,1850,2221,2241,2292,2338
2143,21236,MD,NA,1391,1548,1685,1641,1786
2145,53051,WI,NA,NA,NA,NA,NA,1575
2146,32714,FL,1163,1208,1462,1598,1561,1626
2147,94954,CA,NA,2223,2485,2474,2701,2778
2148,76904,TX,NA,NA,NA,1353,1393,1461
2149,93314,CA,NA,NA,NA,2211,2282,2331
2150,84123,UT,NA,NA,NA,1493,1448,1463
2151,62704,IL,NA,788,882,944,1025,1059
2151,32904,FL,1592,1701,2029,2189,2207,2287
2153,37604,TN,NA,NA,NA,1271,1335,1456
2154,65804,MO,858,921,1086,1159,1167,1211
2155,33030,FL,NA,NA,NA,NA,NA,2583
2156,11358,NY,NA,NA,1842,2131,2278,2603
2157,46410,IN,NA,NA,1336,1321,1432,1538
2157,07017,NJ,NA,NA,1407,1556,1684,1847
2159,06106,CT,NA,NA,NA,1243,1389,1574
2160,60133,IL,NA,NA,NA,NA,2207,2333
2161,94578,CA,NA,2161,2297,2404,2375,2476
2162,02139,MA,2668,2331,2736,2893,3112,3108
2162,86314,AZ,1295,1396,1751,1784,1793,1852
2164,84057,UT,NA,NA,NA,NA,1397,1426
2165,85745,AZ,944,1071,1257,1341,1399,1471
2166,37076,TN,1152,1179,1407,1477,1524,1544
2167,02184,MA,2117,2146,2470,2778,2822,2884
2168,08401,NJ,NA,NA,NA,NA,1743,1973
2169,60446,IL,NA,NA,1822,1935,2068,2168
2170,23803,VA,NA,NA,997,1108,1262,1307
2172,93021,CA,NA,NA,NA,NA,NA,3242
2173,32211,FL,882,990,1213,1270,1272,1397
2174,85260,AZ,1605,1737,2252,2156,2186,2179
2175,60090,IL,NA,1550,1656,1788,1913,2047
2176,77073,TX,1409,1498,1647,1704,1734,1812
2176,40291,KY,NA,NA,1471,1737,1856,1813
2178,12866,NY,1501,1645,1861,1985,2029,2070
2179,29615,SC,1071,1059,1212,1269,1317,1383
2180,83651,ID,1078,1174,1454,1527,1553,1552
2181,07109,NJ,NA,1608,1727,1876,2035,2087
2182,17404,PA,NA,NA,NA,1134,1248,1317
2183,92394,CA,NA,NA,NA,2097,2162,2380
2184,58078,ND,NA,NA,NA,1715,1819,1867
2185,78028,TX,NA,NA,NA,NA,1733,1812
2186,02138,MA,2497,2197,2593,2760,2919,3010
2187,30328,GA,1503,1460,1795,1873,1793,1773
2188,76248,TX,1394,1459,1692,1769,1745,1840
2190,46901,IN,NA,NA,NA,707,836,950
2191,85730,AZ,NA,NA,1396,1468,1542,1652
2193,10026,NY,2544,2237,2596,2858,2821,3040
2194,20877,MD,NA,NA,1715,1819,1908,1973
2195,38018,TN,1300,1472,1667,1739,1731,1792
2196,02908,RI,NA,NA,NA,1816,2012,2101
2197,93012,CA,2075,2235,2472,2594,2772,2839
2198,90505,CA,NA,2651,2877,3166,3201,3334
2199,85392,AZ,1244,1402,1703,1684,1713,1657
2199,75069,TX,1369,1398,1729,1759,1777,1737
2201,93305,CA,NA,NA,NA,NA,1212,1295
2201,01545,MA,NA,NA,1880,2050,2133,2277
2204,24153,VA,NA,NA,NA,NA,1442,1545
2205,92054,CA,2024,2162,2416,2705,2850,2996
2206,45211,OH,785,896,971,1052,1140,1208
2207,92337,CA,NA,NA,NA,NA,NA,3345
2208,70458,LA,1150,1191,1338,1393,1407,1421
2209,29650,SC,1244,1304,1424,1537,1609,1655
2210,28625,NC,NA,NA,NA,1673,1765,1842
2211,95401,CA,1990,1997,2253,2381,2345,2492
2212,95821,CA,NA,1435,1577,1720,1810,1820
2213,85233,AZ,1463,1625,1957,2033,2013,2043
2214,80916,CO,1388,1497,1689,1773,1839,1866
2215,60201,IL,1810,1897,2032,2273,2384,2512
2216,11418,NY,NA,NA,NA,NA,NA,2638
2217,30542,GA,NA,1528,1781,1875,1871,1983
2218,83605,ID,NA,NA,1315,1341,1377,1408
2219,46368,IN,NA,NA,NA,1381,1491,1563
2220,40517,KY,882,949,1057,1174,1271,1342
2221,95993,CA,NA,NA,NA,NA,NA,2383
2223,38115,TN,NA,NA,1105,1184,1240,1287
2224,75042,TX,NA,NA,NA,NA,NA,1820
2225,18017,PA,NA,NA,NA,NA,1904,1982
2226,28056,NC,NA,NA,NA,NA,1728,1824
2227,90804,CA,1753,1771,1944,2098,2145,2227
2228,80909,CO,993,1043,1198,1246,1272,1289
2229,88001,NM,NA,NA,807,937,966,1008
2230,71111,LA,NA,NA,1305,1360,1417,1473
2231,32065,FL,1350,1462,1724,1794,1847,1868
2232,33613,FL,NA,NA,1450,1527,1514,1574
2232,61820,IL,NA,1090,1163,1304,1358,1452
2234,27612,NC,1112,1116,1347,1408,1416,1414
2236,36532,AL,NA,NA,NA,2034,2111,2181
2237,20901,MD,NA,NA,NA,NA,1834,1901
2238,80003,CO,1420,1465,1643,1743,1858,1824
2239,85303,AZ,NA,NA,1659,1764,1785,1787
2240,32034,FL,1590,1706,NA,2216,2268,2423
2241,90012,CA,2438,2201,2564,2574,2494,2562
2242,78218,TX,1182,1221,1362,1455,1466,1540
2243,75206,TX,1524,1525,1790,1912,1942,1961
2244,80031,CO,1709,1760,1923,2072,2135,2126
2245,55016,MN,NA,NA,NA,1598,1688,1719
2246,59715,MT,NA,NA,1950,2036,2085,2306
2248,60089,IL,NA,NA,NA,1873,2026,2092
2249,95382,CA,NA,NA,NA,1871,1966,2048
2250,84095,UT,NA,NA,NA,1832,1868,1867
2251,72450,AR,NA,NA,NA,NA,NA,934
2252,92679,CA,NA,NA,NA,NA,NA,3750
2253,90036,CA,2803,2546,2981,3190,3024,3156
2254,93705,CA,NA,NA,NA,1447,1526,1618
2255,54901,WI,NA,NA,897,969,1015,1073
2256,10035,NY,2505,2254,2451,2678,2745,2953
2257,19063,PA,NA,NA,NA,NA,1853,1994
2258,03103,NH,NA,NA,NA,1531,1541,1692
2259,94606,CA,2190,2160,2155,2214,2157,2186
2261,17011,PA,NA,NA,1279,1350,1414,1426
2262,26505,WV,1020,1060,1116,1186,1249,1279
2262,46222,IN,643,669,800,889,985,1006
2264,07753,NJ,NA,NA,NA,2676,2809,2770
2265,21804,MD,NA,NA,1211,1411,1391,1585
2266,80249,CO,1727,1797,1987,2060,2187,2191
2267,37620,TN,NA,NA,NA,NA,NA,1295
2268,93245,CA,NA,NA,NA,NA,1656,1720
2269,80017,CO,1380,1424,1655,1719,1827,1747
2270,92037,CA,2774,2879,3472,3691,3828,3909
2271,44134,OH,862,988,1053,1157,1273,1342
2272,35401,AL,NA,NA,NA,1280,1392,1537
2275,10550,NY,NA,NA,NA,NA,NA,2579
2276,64068,MO,NA,NA,1290,1436,1514,1582
2277,92065,CA,NA,NA,NA,NA,2676,2668
2278,33056,FL,NA,NA,NA,NA,NA,2747
2279,77489,TX,1350,1448,1536,1682,1735,1811
2280,21075,MD,1774,1840,2030,2085,2174,2276
2281,78626,TX,1381,1404,1709,1764,1697,1690
2282,30350,GA,1231,1273,1591,1607,1549,1561
2283,13601,NY,NA,NA,NA,1159,1223,1314
2284,89128,NV,1216,1319,1626,1650,1676,1749
2285,49507,MI,1096,1193,1403,1484,1557,1692
2286,97322,OR,NA,NA,NA,1636,1681,1748
2287,29301,SC,NA,NA,1150,1228,1278,1324
2288,92831,CA,NA,1933,2208,2456,2580,2645
2289,30338,GA,1385,1390,1720,1701,1665,1614
2290,63011,MO,NA,NA,NA,NA,NA,1851
2291,33139,FL,1912,1971,2632,3029,2975,3081
2294,53703,WI,1161,1157,1205,1338,1503,1588
2296,85302,AZ,1130,1272,1542,1602,1611,1621
2297,01852,MA,1515,1535,1784,1908,2015,2108
2298,40272,KY,NA,NA,1170,1305,1333,1362
2299,06513,CT,NA,NA,NA,1508,1713,1744
2300,80128,CO,1574,1642,1806,1955,2009,2054
2301,29486,SC,NA,1480,1680,1775,1829,1845
2302,64801,MO,NA,NA,NA,NA,NA,1006
2303,82001,WY,1035,1111,1190,1265,1308,1338
2304,90031,CA,NA,NA,NA,NA,2635,2623
2305,22079,VA,1830,1813,1942,2144,2287,2465
2306,98117,WA,1921,1824,2079,2126,2278,2273
2307,21208,MD,NA,1491,1609,1644,1639,1789
2308,61201,IL,NA,NA,NA,NA,811,899
2309,19115,PA,NA,NA,NA,NA,NA,1582
2310,20152,VA,NA,NA,NA,NA,2921,2999
2311,40165,KY,NA,NA,NA,NA,NA,1659
2312,88310,NM,NA,NA,NA,NA,1358,1439
2313,91362,CA,2618,2743,3109,3069,3367,3746
2314,51503,IA,NA,NA,NA,NA,1033,1168
2315,19136,PA,NA,NA,NA,1330,1525,1567
2316,30087,GA,NA,NA,1648,1834,1919,1980
2317,77087,TX,NA,NA,NA,NA,1366,1542
2318,28562,NC,NA,NA,NA,1327,1456,1576
2320,27560,NC,1277,1293,1549,1645,1655,1616
2321,91711,CA,NA,NA,NA,NA,3314,3377
2322,34698,FL,1306,1392,1761,1847,1964,2050
2323,97222,OR,1303,1373,1547,1667,1693,1723
2324,36608,AL,NA,NA,965,1078,1201,1269
2325,28226,NC,1098,1163,1346,1458,1486,1576
2325,19128,PA,1311,1386,1508,1602,1662,1718
2327,68104,NE,950,1002,1103,1235,1334,1430
2329,98662,WA,1413,1478,1720,1778,1796,1848
2330,30180,GA,1305,1508,1743,1854,1919,2020
2331,19805,DE,NA,NA,NA,1500,1593,1761
2332,85203,AZ,NA,1042,1292,1301,1289,1344
2333,79915,TX,NA,NA,NA,NA,NA,1274
2334,10309,NY,NA,NA,NA,NA,NA,1875
2335,94590,CA,1698,1775,1936,1984,1943,2027
2335,08012,NJ,NA,NA,NA,NA,NA,2009
2337,77009,TX,1426,1474,1616,1670,1703,1763
2338,94061,CA,3118,2888,3029,3152,3218,3408
2339,92649,CA,2378,2496,2830,3056,3192,3422
2340,15068,PA,NA,NA,NA,NA,NA,1175
2341,29063,SC,1216,1311,1443,1573,1620,1726
2342,19808,DE,NA,NA,NA,NA,NA,1939
2344,42104,KY,NA,NA,NA,1215,1267,1311
2346,94534,CA,1966,2153,2373,2376,2459,2634
2347,20155,VA,NA,NA,NA,2317,2629,2574
2348,76040,TX,NA,NA,1302,1396,1502,1420
2349,38118,TN,NA,NA,1049,1137,1175,1216
2350,92253,CA,2091,2428,2974,3159,3219,3529
2351,29605,SC,1126,1238,1357,1473,1591,1657
2353,29150,SC,761,838,920,1011,1092,1153
2355,06360,CT,NA,NA,NA,NA,1298,1542
2356,40515,KY,982,1015,1211,1295,1374,1445
2357,35226,AL,NA,NA,NA,NA,NA,2376
2358,19135,PA,NA,NA,1072,1160,1278,1336
2358,32571,FL,NA,NA,1852,1959,1977,1972
2360,07103,NJ,NA,NA,NA,1819,1995,2218
2361,95667,CA,NA,NA,NA,1841,1921,1885
2363,31602,GA,NA,NA,NA,1120,1231,1329
2363,98584,WA,NA,NA,NA,NA,NA,1613
2365,20707,MD,1564,1639,1751,1885,1928,2005
2366,92508,CA,1777,2029,2505,2474,2518,2666
2368,80112,CO,1620,1639,1864,1982,2005,1967
2369,77382,TX,1757,1808,2160,2189,2260,2299
2370,92672,CA,2173,2353,2680,2876,2981,3196
2371,23321,VA,NA,NA,NA,NA,1664,1842
2372,33183,FL,NA,NA,1986,2389,2485,2569
2372,32207,FL,1140,1210,1390,1537,1524,1599
2374,86001,AZ,NA,NA,2001,2053,2142,2227
2376,01702,MA,NA,1750,2085,2084,2206,2287
2377,49503,MI,1216,1247,1431,1516,1626,1625
