SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
557,92780,CA,2011,2095,2519,2686,2677,2753
558,97301,OR,NA,NA,1302,1475,1476,1563
559,75149,TX,1151,1243,1386,1514,1582,1617
560,60056,IL,NA,1284,1431,1628,1683,1801
561,87124,NM,1155,1245,1433,1615,1705,1775
562,95670,CA,1668,1759,2011,2080,2172,2256
563,59901,MT,NA,NA,NA,NA,1919,1974
564,37066,TN,1287,1323,1513,1681,1644,1665
565,91950,CA,NA,NA,NA,2468,2620,2607
566,85706,AZ,NA,929,1076,1165,1248,1248
567,95112,CA,2619,2362,2516,2665,2752,2856
568,94591,CA,2023,2179,2247,2318,2415,2472
569,77082,TX,1095,1124,1264,1290,1328,1377
570,30518,GA,1555,1728,2033,2163,2172,2250
571,44077,OH,NA,NA,NA,NA,1533,1602
572,08861,NJ,NA,NA,NA,NA,NA,2400
573,45140,OH,NA,NA,1477,1559,1664,1760
574,43068,OH,NA,1298,1490,1590,1639,1768
575,92223,CA,NA,NA,NA,2479,2676,2915
576,33032,FL,NA,NA,2069,2465,2543,2791
577,38654,MS,1366,1507,1707,1819,1845,1978
578,27713,NC,1280,1261,1488,1602,1608,1560
579,92708,CA,1989,2086,2381,2513,2695,2750
580,90006,CA,1878,1809,1932,2047,2050,2061
581,02124,MA,2407,2409,2582,2761,2835,3043
583,75072,TX,1732,1814,2250,2253,2257,2274
584,17331,PA,NA,NA,NA,1129,1206,1259
585,75070,TX,1300,1338,1658,1675,1647,1594
586,08901,NJ,2029,1954,2321,2469,2538,2715
588,17601,PA,NA,NA,NA,NA,1964,1983
589,92620,CA,2614,2644,3265,3336,3516,3531
590,27603,NC,1315,1358,1615,1711,1696,1776
591,37027,TN,1677,1748,2037,2146,2198,2319
592,85338,AZ,1325,1603,1827,1886,1916,1936
593,32703,FL,1497,1556,1888,1993,2013,2153
594,24060,VA,NA,NA,NA,1593,1713,1819
595,46227,IN,NA,NA,NA,1169,1255,1394
596,31088,GA,NA,NA,1238,1400,1506,1571
597,32246,FL,1271,1330,1603,1672,1661,1683
598,48228,MI,NA,NA,899,972,1006,1064
599,92130,CA,2986,3039,3653,3836,3854,4023
600,93030,CA,NA,NA,NA,NA,2607,2778
601,45040,OH,1442,1494,1668,1748,1869,2015
602,92707,CA,NA,NA,2592,2634,2717,2840
603,77469,TX,NA,NA,1792,1922,1862,1987
604,30114,GA,1484,1676,1931,2061,2124,2207
605,90066,CA,2484,2348,2606,2789,2822,2869
606,91764,CA,1846,2012,2403,2412,2443,2534
607,27519,NC,1486,1496,1753,1860,1868,1862
608,29732,SC,NA,NA,1313,1449,1495,1534
609,89052,NV,1516,1635,1983,1955,2014,2043
610,95125,CA,2901,2819,2994,3136,3226,3357
611,45069,OH,NA,NA,1538,1615,1632,1709
612,07083,NJ,NA,NA,1994,2246,2350,2481
613,20744,MD,NA,NA,1475,1421,1586,1622
614,33414,FL,1924,2141,2763,2933,3092,3287
615,33064,FL,1399,1490,1753,2065,2207,2236
616,89129,NV,1311,1443,1736,1734,1746,1804
617,99208,WA,NA,1309,1553,1635,1649,1682
618,19320,PA,NA,NA,NA,NA,2035,2063
619,28025,NC,1217,1325,1535,1655,1696,1759
620,93458,CA,NA,NA,NA,2339,2383,2604
621,92504,CA,NA,NA,NA,2450,2553,2758
622,06511,CT,1368,1430,1583,1732,1901,2025
623,60630,IL,1304,1324,1408,1470,1675,1794
625,60073,IL,NA,NA,1607,1818,1977,2130
626,93063,CA,NA,2408,2678,2937,3066,3199
627,32256,FL,1209,1272,1596,1615,1571,1572
628,07306,NJ,1927,1843,2034,2277,2428,2476
629,84074,UT,NA,NA,NA,1627,1709,1807
630,77044,TX,1446,1507,1643,1729,1754,1770
631,19020,PA,NA,1427,1614,1629,1752,1800
632,90813,CA,1483,1541,1656,1776,1839,1869
633,08873,NJ,NA,NA,2216,2410,2527,2587
634,30263,GA,1124,1212,1523,1609,1666,1688
635,08831,NJ,NA,NA,NA,NA,NA,3094
636,83709,ID,1413,1593,1849,1925,1927,1979
637,97045,OR,NA,1561,1705,1886,1900,1968
638,33063,FL,1417,1478,1938,2074,2120,2171
639,75061,TX,NA,NA,1570,1659,1756,1713
640,75007,TX,1503,1529,1803,1976,1987,1932
641,45044,OH,NA,NA,NA,1128,1221,1316
642,28540,NC,NA,NA,NA,1115,1176,1262
643,29483,SC,1512,1592,1759,1966,2139,2188
645,95023,CA,NA,NA,NA,2547,2740,2868
646,78550,TX,NA,NA,973,1047,1065,1101
648,63021,MO,NA,NA,NA,1482,1524,1628
649,20020,DC,1564,1614,1700,1823,1950,2042
650,94109,CA,2962,2443,2646,2757,2685,2786
651,92129,CA,2495,2493,3081,3375,3412,3513
652,11354,NY,1965,1929,2068,2187,2320,2347
653,91786,CA,1674,1819,2148,2187,2226,2313
654,91762,CA,NA,NA,2220,2380,2481,2578
655,92056,CA,2064,2122,2510,2713,2792,2912
656,33312,FL,1688,1787,2312,2553,2661,2728
657,91406,CA,1799,1893,2097,2215,2245,2347
658,95648,CA,2131,2329,2569,2558,2733,2782
659,77840,TX,1259,1323,1416,1532,1631,1715
660,95376,CA,1984,2147,2351,2445,2493,2497
661,92544,CA,NA,NA,NA,1927,2055,2057
662,92057,CA,2145,2271,2681,2836,2916,3025
663,19702,DE,NA,NA,NA,NA,NA,2050
665,43701,OH,NA,NA,NA,NA,1033,1131
666,93551,CA,NA,NA,2539,2817,3012,3255
667,27616,NC,1359,1434,1626,1742,1784,1847
668,89147,NV,1305,1388,1728,1697,1704,1744
669,80012,CO,1251,1283,1454,1540,1633,1562
670,90745,CA,NA,NA,NA,NA,NA,2266
671,92646,CA,2471,2511,2887,3035,3157,3346
672,30075,GA,1339,1411,1766,1799,1842,1951
672,14221,NY,NA,NA,1591,1768,1793,1949
674,06516,CT,1229,1305,1447,1552,1784,1893
675,10306,NY,NA,NA,NA,NA,NA,2650
676,91913,CA,2178,2350,2739,2935,3067,3140
677,84041,UT,NA,NA,1567,1646,1669,1730
678,43229,OH,NA,NA,NA,1391,1537,1614
679,91344,CA,NA,NA,2516,2730,2765,2884
680,77581,TX,1506,1553,1664,1797,1828,1922
681,80229,CO,1425,1486,1675,1761,1814,1773
682,07470,NJ,NA,NA,NA,NA,NA,2670
683,22204,VA,1756,1688,1862,1944,2075,2165
684,78665,TX,1284,1338,1625,1652,1613,1518
685,43302,OH,NA,NA,NA,NA,NA,1249
686,96789,HI,2015,2076,2305,2375,2449,2604
687,90002,CA,NA,NA,NA,NA,NA,2272
688,43015,OH,NA,NA,1400,1579,1631,1734
689,39503,MS,NA,NA,NA,NA,1524,1583
690,55124,MN,1427,1508,1622,1675,1736,1808
692,31419,GA,1100,1167,1296,1561,1605,1661
693,33578,FL,1393,1535,1943,2030,2008,2044
694,32068,FL,1319,1459,1669,1796,1853,1939
695,33458,FL,1868,2082,2811,2866,2978,2998
696,85035,AZ,944,1047,1425,1378,1428,1347
697,32839,FL,1158,1151,1481,1632,1569,1578
698,92618,CA,2549,2593,3230,3280,3487,3423
699,97124,OR,1540,1579,1886,1939,1894,1893
700,96744,HI,2448,2434,2674,2939,3027,3308
701,45013,OH,NA,NA,NA,NA,1324,1328
702,07104,NJ,NA,NA,1557,1765,1855,2025
703,93117,CA,NA,NA,NA,3688,3997,4120
704,35242,AL,NA,1111,1264,1271,1324,1335
705,12180,NY,937,1028,1084,1166,1186,1340
706,78852,TX,NA,NA,NA,NA,NA,1576
706,93312,CA,1500,1673,1890,2038,2093,2226
708,70072,LA,NA,NA,NA,NA,1710,1749
709,77088,TX,NA,NA,NA,1668,1732,1824
710,10003,NY,3310,2683,3608,3879,3922,4139
711,75126,TX,1529,1658,1828,1933,1984,2010
712,07105,NJ,NA,NA,NA,NA,NA,2371
713,23112,VA,1261,1324,1531,1597,1673,1756
714,75025,TX,1947,2000,2400,2527,2432,2422
715,95122,CA,NA,NA,NA,NA,2478,2871
716,27529,NC,1237,1347,1540,1647,1650,1739
717,60622,IL,1794,1700,1885,2018,2155,2194
718,89117,NV,1197,1275,1584,1555,1585,1640
719,48103,MI,1600,1650,1852,1960,2026,2086
720,20772,MD,NA,NA,NA,NA,2590,2621
721,95350,CA,NA,NA,NA,1604,1764,1781
722,77546,TX,NA,NA,NA,1825,1853,1880
723,33161,FL,NA,NA,1865,2110,2200,2255
724,19067,PA,NA,NA,NA,NA,2329,2433
725,27410,NC,1155,1224,1394,1514,1574,1701
726,92840,CA,NA,NA,NA,NA,NA,2803
727,72764,AR,NA,NA,NA,NA,1139,1256
728,37421,TN,1039,1159,1379,1452,1482,1535
729,93277,CA,NA,NA,NA,1649,1747,1807
730,33165,FL,NA,NA,NA,3023,3122,3322
731,38017,TN,NA,NA,1653,1803,1835,1843
732,75216,TX,NA,NA,NA,NA,1740,1840
733,01960,MA,NA,NA,NA,2491,2589,2746
734,91745,CA,1963,2022,2383,2426,2645,2709
736,60411,IL,NA,NA,NA,1436,1517,1722
737,80020,CO,1777,1848,2086,2195,2259,2280
738,14580,NY,NA,NA,1518,1656,1795,1894
739,32225,FL,1300,1380,1672,1798,1730,1828
740,45840,OH,NA,NA,NA,1221,1321,1443
741,92399,CA,NA,NA,NA,1991,2275,2224
742,21215,MD,982,1039,1154,1225,1315,1365
743,33467,FL,NA,NA,2410,2576,2763,2782
744,33196,FL,1637,1718,2135,2411,2465,2462
745,85122,AZ,1167,1378,1677,1755,1741,1719
746,97402,OR,1240,1324,1465,1639,1668,1749
747,60440,IL,NA,NA,1854,2053,2241,2427
748,75080,TX,1577,1597,1919,2052,2052,1994
749,16801,PA,NA,NA,1535,1588,1712,1758
750,32824,FL,1691,1772,2164,2335,2401,2411
751,60004,IL,NA,NA,1486,1742,1879,2022
752,93003,CA,2029,2162,2476,2572,2682,2786
753,27858,NC,1073,1115,1247,1386,1525,1647
754,27834,NC,913,974,1093,1242,1308,1348
755,76549,TX,943,1036,1276,1330,1348,1346
756,55901,MN,1304,1342,1446,1530,1581,1674
757,92557,CA,NA,NA,2340,2458,2503,2610
758,08540,NJ,2472,2591,2817,3010,3082,3288
759,91304,CA,1871,1950,2157,2310,2348,2413
761,85009,AZ,NA,NA,NA,1304,1278,1410
762,77498,TX,1522,1568,1746,1827,1883,1886
763,19382,PA,1453,1594,1784,1901,1912,2049
764,73013,OK,1286,1327,1498,1581,1636,1689
765,06810,CT,1725,1785,1997,2233,2344,2412
766,29651,SC,1151,1248,1428,1581,1652,1727
767,48126,MI,NA,NA,NA,1649,1696,1806
768,29588,SC,NA,NA,NA,1721,1740,1800
769,77388,TX,1388,1443,1570,1658,1752,1759
770,91801,CA,2038,2103,2301,2442,2557,2699
771,77089,TX,1170,1215,1297,1402,1449,1489
772,93308,CA,NA,NA,1227,1437,1467,1506
773,98391,WA,1863,2019,2315,2386,2513,2586
774,02360,MA,NA,2082,2360,2429,2593,2715
775,96734,HI,2674,2804,3025,3125,3289,3587
776,33844,FL,NA,NA,1700,2018,2029,2143
777,12550,NY,NA,1357,1527,1693,1861,1929
778,20902,MD,1579,1500,1686,1714,1838,1876
779,41042,KY,NA,NA,NA,1336,1409,1500
780,94539,CA,3197,3117,3262,3490,3547,3734
781,23223,VA,1032,1114,1237,1331,1450,1512
782,91405,CA,2082,2081,2287,2429,2525,2533
783,21061,MD,NA,NA,1550,1550,1559,1633
785,90047,CA,NA,NA,NA,2174,2345,2435
786,98387,WA,1878,2070,2275,2412,2567,2686
787,90723,CA,NA,NA,NA,NA,NA,2338
787,92117,CA,2022,2162,2558,2849,2963,3023
790,36117,AL,1087,1138,1270,1356,1396,1458
791,19140,PA,NA,NA,1088,1114,1203,1308
792,83642,ID,1292,1478,1700,1712,1706,1778
792,07030,NJ,2954,2743,3136,3459,3553,3717
794,85365,AZ,NA,NA,NA,1456,1515,1639
795,11758,NY,NA,NA,NA,NA,NA,3293
796,60148,IL,1559,1539,1758,1750,1926,2095
797,91605,CA,1561,1562,1718,1876,1976,2094
798,90063,CA,NA,NA,NA,NA,NA,2579
799,33125,FL,1505,1544,1885,2297,2260,2361
800,96816,HI,NA,NA,2130,2417,2555,2651
801,92870,CA,NA,NA,2566,2648,2707,2820
802,23666,VA,954,1057,1255,1297,NA,1495
803,96819,HI,NA,NA,NA,NA,NA,2788
804,33176,FL,NA,NA,1883,2310,2410,2487
805,89074,NV,1282,1361,1684,1682,1680,1719
806,34221,FL,1455,1607,2066,2246,2329,2423
807,42701,KY,NA,NA,NA,1308,1547,1614
808,20904,MD,NA,NA,1788,1856,1932,1984
809,95207,CA,NA,NA,NA,1869,1925,2006
810,92833,CA,2249,2320,2664,2952,3066,3084
811,87507,NM,1423,1487,1711,1885,1926,1960
812,85282,AZ,1172,1227,1574,1582,1608,1625
813,92656,CA,2411,2436,2980,3150,3230,3357
814,92505,CA,NA,NA,NA,2206,2260,2340
815,98105,WA,1668,1552,1786,1877,1945,1960
816,34741,FL,1311,1351,1592,1774,1798,1793
817,83686,ID,NA,1167,1421,1445,1456,1501
818,02780,MA,NA,NA,NA,1612,1798,2032
819,84020,UT,1326,1411,1622,1734,1796,1803
820,33018,FL,NA,NA,2446,2760,2923,3000
821,28110,NC,1353,1510,1695,1840,1912,1989
822,01844,MA,NA,NA,NA,NA,2294,2423
823,21206,MD,NA,NA,NA,1414,1502,1569
824,97206,OR,1495,1509,1658,1800,1845,1891
825,20783,MD,NA,NA,NA,NA,1546,1743
826,46143,IN,1274,1372,1495,1564,1683,1732
827,30080,GA,1290,1359,1687,1725,1694,1681
828,89030,NV,NA,NA,NA,1215,1336,1346
829,98092,WA,NA,1646,1833,1968,2040,2123
830,29464,SC,1478,1539,1897,2149,2259,2335
830,60120,IL,NA,NA,NA,NA,1515,1618
832,92626,CA,2264,2229,2742,2747,2850,2921
833,20148,VA,1992,2035,2284,2459,2568,2701
834,92024,CA,2709,2857,3300,3616,3872,4017
835,61761,IL,NA,NA,1103,1232,1363,1481
836,48187,MI,NA,NA,NA,1674,1686,1783
837,94601,CA,1676,1721,1771,1820,1794,1856
838,10451,NY,NA,NA,NA,2717,3046,2995
839,85234,AZ,1362,1481,1788,1849,1878,1879
840,76133,TX,1301,1404,1626,1757,1814,1876
841,78155,TX,NA,NA,NA,1479,1477,1504
842,30809,GA,NA,NA,1509,1528,1644,1787
843,80011,CO,1360,1354,1563,1674,1715,1703
844,60626,IL,1169,1182,1260,1368,1508,1584
845,18102,PA,NA,NA,1188,1286,1341,1397
846,96817,HI,NA,NA,1891,2122,2211,2297
848,21207,MD,NA,NA,1281,1298,1302,1354
849,95037,CA,2724,2808,3017,3044,3282,3295
851,07003,NJ,1660,1739,1880,2014,2141,2312
852,84119,UT,NA,NA,1347,1433,1462,1470
853,90034,CA,2332,2137,2423,2595,2608,2673
854,75287,TX,1071,1107,1402,1422,1360,1297
855,63129,MO,NA,NA,NA,NA,NA,1530
856,44130,OH,NA,NA,1100,1192,1226,1284
857,98115,WA,1782,1673,1918,2022,2054,2123
858,94550,CA,2423,2471,2600,2761,2702,2810
859,95757,CA,1980,2173,2491,2519,2616,2736
860,95116,CA,NA,2272,2414,2551,2568,2871
861,33612,FL,1078,1134,1437,1580,1577,1612
862,98023,WA,1538,1613,1844,1972,1934,2010
863,85710,AZ,811,867,1063,1113,1132,1132
864,19711,DE,1614,1677,2032,2193,2273,2414
865,89103,NV,1010,1086,1420,1397,1401,1419
866,08081,NJ,NA,NA,NA,NA,1890,2073
867,27405,NC,937,1026,1192,1303,1337,1385
867,60613,IL,1505,1435,1547,1705,1832,1890
869,75104,TX,1243,1349,1568,1601,1692,1741
870,87105,NM,NA,NA,NA,NA,NA,1404
871,30721,GA,NA,NA,NA,NA,NA,1200
872,10016,NY,3592,2905,3949,4123,4173,4382
873,29720,SC,NA,NA,NA,NA,NA,1925
874,20009,DC,2302,2185,2356,2461,2500,2582
875,95616,CA,1864,1890,1997,2178,2244,2356
876,60506,IL,NA,NA,NA,NA,NA,1650
876,76119,TX,NA,NA,NA,NA,1424,1476
878,10940,NY,NA,NA,NA,NA,2204,2219
879,27526,NC,1496,1641,1872,1958,1988,2071
880,79907,TX,NA,NA,NA,NA,NA,1292
881,32792,FL,1268,1346,1579,1798,1762,1784
882,27107,NC,885,957,1126,1252,1302,1394
883,30519,GA,1603,1743,2143,2185,2166,2206
884,89131,NV,1483,1609,1972,1943,1961,2077
885,95124,CA,3405,3362,3554,3800,3885,4091
886,96720,HI,NA,NA,NA,NA,NA,1787
887,96792,HI,NA,NA,NA,NA,2059,2058
888,33175,FL,NA,NA,NA,2369,2469,2731
889,98103,WA,1868,1763,1957,2049,2092,2175
890,40601,KY,696,725,799,908,922,998
891,33319,FL,NA,NA,1693,1829,1892,1935
892,20850,MD,1959,1881,2132,2231,2375,2404
893,96707,HI,2286,2358,2771,2775,3008,3138
894,10461,NY,1777,1750,1983,2104,2075,2296
895,60649,IL,927,971,1026,1086,1152,1196
896,84790,UT,NA,1550,1808,1920,1935,1962
897,98270,WA,NA,NA,2374,2477,2647,2727
898,92705,CA,NA,NA,2555,2852,2931,2978
899,92701,CA,NA,NA,NA,NA,2159,2238
900,95351,CA,NA,NA,NA,NA,NA,1695
901,78758,TX,1350,1271,1588,1648,1597,1517
902,85339,AZ,1515,1735,2086,2198,2243,2344
903,28601,NC,NA,NA,NA,NA,1368,1446
904,46032,IN,1272,1351,1556,1648,1688,1702
905,78247,TX,1256,1316,1470,1532,1559,1554
906,85037,AZ,1231,1373,1703,1724,1745,1794
908,20852,MD,1935,1830,2035,2100,2202,2274
910,89119,NV,962,1038,1313,1318,1327,1371
911,92113,CA,1735,1779,2049,2305,2502,2525
912,90018,CA,2076,2109,2226,2432,2524,2634
913,78537,TX,NA,NA,NA,NA,NA,788
915,63301,MO,NA,NA,1219,1364,1412,1437
916,60010,IL,NA,NA,NA,NA,NA,2553
917,28205,NC,1297,1345,1577,1724,1738,1730
918,33068,FL,1484,1546,1905,2195,2323,2341
919,75074,TX,1303,1322,1552,1708,1680,1727
920,78207,TX,NA,NA,1364,1388,1416,1329
921,92028,CA,NA,NA,2299,2473,2683,2939
922,30019,GA,1728,1934,2204,2326,2420,2490
923,27407,NC,1044,1089,1328,1434,1505,1558
924,19148,PA,1348,1409,1496,1580,1648,1699
925,23434,VA,NA,NA,1412,1454,1520,1750
926,98632,WA,NA,NA,NA,NA,1206,1265
926,94577,CA,NA,1994,2158,2278,2341,2413
928,17602,PA,955,1026,1176,1281,1337,1373
929,78704,TX,1664,1636,1991,2069,1963,1986
930,98258,WA,1994,2147,2371,2510,2723,2681
931,90630,CA,2174,2203,2538,2608,2822,2913
932,92025,CA,NA,NA,NA,2622,2723,2833
933,29526,SC,NA,NA,NA,NA,1616,1639
934,92026,CA,1945,2043,2393,2601,2637,2749
935,33415,FL,NA,NA,NA,1960,2106,2126
936,19104,PA,1641,1620,1814,1824,1898,1947
937,20774,MD,1651,1715,1847,1936,2027,2075
938,85207,AZ,1511,1804,1951,2149,2232,2404
939,92084,CA,1882,2080,2345,2519,2696,2793
940,84003,UT,NA,NA,NA,1744,1732,1755
941,99336,WA,NA,1135,1300,1421,1515,1560
942,97702,OR,1531,1843,2037,2111,2143,2180
943,85022,AZ,1063,1125,1421,1433,1409,1395
945,92879,CA,1888,2022,2417,2510,2539,2611
946,33810,FL,1373,1516,1889,1904,2008,2041
947,10011,NY,3898,3274,4266,4564,4706,4882
948,91767,CA,NA,NA,NA,2227,2338,2381
949,60616,IL,1594,1555,1613,1727,1841,1861
950,80538,CO,1541,1581,1755,1887,1937,1978
951,20110,VA,NA,1630,1819,1956,2009,2159
952,60435,IL,NA,NA,1212,1297,1359,1574
953,76116,TX,1118,1159,1338,1408,1481,1515
954,20171,VA,1849,1785,1984,2078,2202,2332
955,33021,FL,1579,1671,2132,2285,2331,2405
956,49201,MI,NA,NA,NA,NA,NA,986
957,89122,NV,1191,1292,1570,1558,1620,1632
958,30115,GA,1539,1672,1929,2089,2127,2184
959,78223,TX,1106,1139,1330,1380,1422,1442
960,92111,CA,2279,2364,2764,3114,3149,3312
961,27265,NC,1225,1248,1521,1593,1660,1736
962,78748,TX,1292,1301,1599,1638,1537,1473
963,22304,VA,1655,1617,1778,1810,1889,2005
964,93720,CA,1435,1592,1845,1790,1920,2022
965,56001,MN,NA,NA,NA,NA,1469,1613
966,84321,UT,NA,NA,NA,NA,1158,1204
967,44107,OH,956,1033,1126,1218,1273,1347
968,27606,NC,1160,1152,1335,1429,1524,1577
969,30236,GA,1099,1249,1455,1658,1677,1705
970,37043,TN,1031,1088,1309,1339,1352,1438
971,45424,OH,966,1045,1147,1213,1294,1346
972,79424,TX,1382,1402,1532,1545,1568,1604
973,32174,FL,1480,1551,1863,2091,2093,2147
975,54601,WI,NA,NA,NA,898,955,1056
976,20176,VA,NA,NA,1939,2145,2197,2333
977,48439,MI,NA,NA,NA,NA,1731,1837
978,19380,PA,1495,1538,1683,1782,1897,1993
979,63031,MO,1106,1186,1292,1384,1432,1518
979,32303,FL,1013,1048,1248,1400,1450,1487
981,97504,OR,NA,NA,NA,1661,1739,1786
982,30252,GA,1414,1623,1893,1996,2022,2079
983,75062,TX,NA,NA,1430,1520,1506,1514
984,21228,MD,NA,NA,1522,1610,1615,1746
986,58103,ND,NA,NA,NA,802,853,891
987,53711,WI,NA,1255,1378,1618,1660,1770
988,97223,OR,1393,1478,1627,1767,1762,1835
989,55303,MN,NA,1208,1300,1381,1442,1496
990,63123,MO,NA,NA,NA,1343,1436,1563
991,85201,AZ,1069,1169,1461,1478,1478,1533
992,40324,KY,NA,NA,NA,NA,1512,1625
993,92886,CA,NA,NA,NA,4045,4234,4494
994,29073,SC,NA,1354,1525,1696,1759,1853
995,92127,CA,2406,2516,2926,3236,3326,3414
996,92078,CA,2421,2503,3066,3207,3385,3465
997,90703,CA,2689,2751,3144,3294,3488,3546
998,92234,CA,NA,NA,2511,2722,2850,2964
999,60643,IL,NA,NA,NA,NA,2050,1919
1000,77040,TX,1197,1205,1389,1426,1490,1520
1001,67401,KS,NA,NA,NA,NA,953,974
1002,90620,CA,NA,NA,NA,NA,NA,3500
1003,30093,GA,1069,1155,1448,1536,1522,1517
1004,36695,AL,NA,NA,1356,1449,1500,1573
1005,97007,OR,1561,1615,1842,2011,1936,1984
1006,06606,CT,NA,NA,NA,NA,2481,2679
1007,77064,TX,1158,1248,1384,1416,1421,1442
1008,92064,CA,NA,NA,2728,2981,3172,3171
1009,63385,MO,NA,NA,1464,1568,1641,1703
1010,95240,CA,NA,NA,NA,1728,1759,1901
1011,98003,WA,1443,1469,1723,1785,1789,1925
1012,90046,CA,2580,2482,2777,2894,2907,2973
1013,19335,PA,1400,1491,1676,1774,1869,1923
1014,76542,TX,1038,1116,1405,1403,1427,1473
1015,57106,SD,NA,916,1027,1113,1166,1182
1016,21224,MD,1618,1704,1904,1927,1989,2125
1017,76051,TX,1410,1396,1693,1779,1767,1735
1018,83854,ID,NA,NA,1624,1653,1673,1743
1019,72034,AR,988,1062,1187,1267,1321,1359
1019,92691,CA,2255,2332,2878,3004,3080,3095
1021,93311,CA,1531,1641,2041,2048,2132,2193
1022,93304,CA,NA,NA,1267,1400,1507,1560
1023,85379,AZ,1424,1659,1977,1951,1978,2009
1024,77511,TX,NA,NA,NA,NA,NA,1599
1025,11205,NY,2797,2493,2937,3251,3342,3339
1026,89032,NV,1231,1391,1700,1636,1675,1800
1026,28546,NC,829,903,1045,1171,1219,1267
1028,20854,MD,NA,NA,3089,3308,3619,3589
1028,95136,CA,2780,2719,2894,3008,3028,3110
1030,94086,CA,3193,2785,3057,3171,3185,3343
1031,72701,AR,1000,1042,1169,1306,1393,1502
1032,63366,MO,NA,NA,NA,NA,1853,1983
1033,28216,NC,1234,1358,1569,1684,1675,1783
1033,47150,IN,NA,NA,NA,1034,1154,1197
1035,30064,GA,1227,1340,1659,1693,1627,1707
1036,38305,TN,NA,NA,NA,NA,1291,1424
1037,02860,RI,NA,NA,1299,1489,1580,1741
1038,33615,FL,1150,1254,1690,1730,1795,1842
1039,95336,CA,NA,NA,2219,2295,2368,2470
1040,32304,FL,918,997,1091,1231,1348,1405
1041,30097,GA,1360,1428,1734,1751,1755,1726
1042,34668,FL,NA,NA,1509,1602,1667,1723
1043,80233,CO,1503,1555,1765,1846,1894,1975
1044,85286,AZ,1596,1728,2097,2127,2127,2158
1046,95148,CA,NA,NA,NA,NA,3447,3652
1047,32712,FL,1717,1824,2143,2285,2366,2460
1048,98661,WA,1288,1385,1557,1657,1631,1690
1049,33321,FL,NA,NA,1857,2067,2123,2176
1050,90638,CA,NA,NA,NA,2437,2506,2572
1050,48185,MI,NA,1051,1161,1241,1300,1353
1052,34786,FL,1814,1816,2305,2482,2474,2533
1053,23455,VA,1500,1617,1788,1976,2110,2206
1054,55379,MN,NA,1319,1412,1478,1517,1580
1055,27707,NC,1060,1110,1335,1366,1417,1390
1056,18104,PA,NA,1628,1969,1948,2080,2217
1057,66502,KS,991,994,1032,1062,1116,1171
1058,23188,VA,1400,1435,1615,1747,1853,2009
1059,80239,CO,1820,1889,2115,2219,2345,2393
1060,84065,UT,NA,1453,1801,1899,1930,2037
1061,29223,SC,1015,1089,1240,1338,1462,1504
1062,75006,TX,1210,1240,1474,1537,1586,1587
1063,92128,CA,2178,2252,2675,2853,2926,3014
1064,77539,TX,1590,1577,1713,1830,1896,1999
1065,53209,WI,NA,NA,1118,1213,1363,1380
1066,83401,ID,NA,939,1157,1189,1238,1243
1067,98042,WA,1680,1834,1965,2168,2234,2327
1069,46060,IN,1269,1383,1559,1652,1750,1816
1070,27513,NC,1120,1133,1375,1445,1416,1407
1071,91306,CA,NA,NA,2553,2759,2857,2924
1072,08816,NJ,1854,1885,2089,2336,2465,2561
1073,32837,FL,1557,1572,2016,2172,2134,2169
1074,93619,CA,1785,1914,2235,2294,2332,2413
1075,97501,OR,NA,NA,NA,NA,1677,1708
1076,33193,FL,1600,1658,1965,2368,2413,2540
1077,78744,TX,1278,1261,1539,1635,1552,1476
1078,07052,NJ,NA,NA,NA,2352,2813,2765
1079,90220,CA,NA,NA,NA,NA,NA,3013
1080,75033,TX,1503,1539,1956,1985,1937,1870
1081,43232,OH,NA,NA,NA,1296,1380,1497
1082,02149,MA,2206,2012,2326,2471,2680,2766
1083,84120,UT,NA,NA,NA,1661,1698,1825
1084,60014,IL,NA,NA,NA,NA,NA,1755
1085,94560,CA,2754,2664,2888,3015,3020,3181
1086,32162,FL,NA,NA,NA,NA,NA,2800
1087,27705,NC,1161,1226,1361,1516,1595,1615
1088,70065,LA,NA,NA,NA,NA,1631,1742
1089,80918,CO,1296,1367,1552,1639,1694,1640
1090,01902,MA,NA,NA,NA,2152,2330,2467
1091,94014,CA,NA,2495,2830,2828,2861,2950
1092,07302,NJ,2914,2634,3072,3383,3482,3620
1093,27516,NC,1450,1550,1721,1832,1937,2100
1094,07304,NJ,1617,1623,1745,1945,2106,2227
1095,30039,GA,1470,1648,1915,2034,2049,2115
1096,40214,KY,NA,845,932,1035,1099,1181
1097,32164,FL,1351,1434,1753,1893,1894,1922
1098,85029,AZ,883,963,1256,1274,1281,1320
1099,68516,NE,1098,1121,1189,1283,1366,1417
1100,77099,TX,NA,NA,NA,1163,1297,1316
1101,37087,TN,NA,NA,NA,NA,1689,1738
1102,28210,NC,1237,1253,1454,1556,1592,1581
1103,85295,AZ,1472,1619,1923,1966,1947,1978
1104,84081,UT,NA,NA,NA,1882,1941,1981
1105,92009,CA,2495,2715,3250,3532,3607,3767
1106,49424,MI,NA,NA,NA,NA,NA,1703
1107,60645,IL,1284,1314,1371,1546,1613,1737
1108,53511,WI,NA,NA,NA,881,927,963
1109,59102,MT,NA,NA,1227,1337,1399,1436
1110,55337,MN,1193,1231,1290,1297,1355,1388
